id,age,gender,race,sexuality,chartType,actualValue,perceivedValue,error,time
1550347994957,12,female,indian,decline,roseChart,86,0,6.428360172704291,1549
1550347994957,12,female,indian,decline,pieChart,57,0,5.836050355058069,206
1550347994957,12,female,indian,decline,roseChart,31,000,4.960001932068081,408
1550347994957,12,female,indian,decline,pieChart,11,0,3.4757334309663976,188
1550347994957,12,female,indian,decline,roseChart,95,0,6.571752643503546,171
1550347994957,12,female,indian,decline,barChart,1,0,0.16992500144231237,143
1550347994957,12,female,indian,decline,pieChart,97,0,6.60177078840771,173
1550347994957,12,female,indian,decline,barChart,85,0,6.411510988012071,185
1550347994957,12,female,indian,decline,roseChart,83,0,6.377210530388552,148
1550347994957,12,female,indian,decline,barChart,8,0,3.0223678130284544,195
1550347994957,12,female,indian,decline,barChart,34,0,5.092757140919852,150
1550347994957,12,female,indian,decline,barChart,30,0,4.912889336229962,165
1550347994957,12,female,indian,decline,roseChart,33,0,5.049848549450561,158
1550347994957,12,female,indian,decline,pieChart,34,0,5.092757140919852,169
1550347994957,12,female,indian,decline,pieChart,26,0,4.7073591320808825,159
1550347994957,12,female,indian,decline,roseChart,64,0,6.002815015607054,179
1550347994957,12,female,indian,decline,roseChart,33,0,5.049848549450561,152
1550347994957,12,female,indian,decline,barChart,9,0,3.189824558880017,160
1550347994957,12,female,indian,decline,pieChart,44,0,5.463524373271181,157
1550347994957,12,female,indian,decline,roseChart,16,0,4.011227255423254,165
1550347994957,12,female,indian,decline,pieChart,16,0,4.011227255423254,175
1550347994957,12,female,indian,decline,pieChart,13,0,3.7142455176661224,158
1550347994957,12,female,indian,decline,barChart,46,0,5.527477006060396,159
1550347994957,12,female,indian,decline,barChart,57,0,5.836050355058069,150
1550347994957,12,female,indian,decline,roseChart,29,0,4.864186144654281,158
1550347994957,12,female,indian,decline,barChart,94,0,6.556506054671928,172
1550347994957,12,female,indian,decline,barChart,14,0,3.820178962415188,129
1550347994957,12,female,indian,decline,roseChart,51,0,5.675957032941749,162
1550347994957,12,female,indian,decline,pieChart,13,0,3.7142455176661224,178
1550347994957,12,female,indian,decline,roseChart,12,0,3.599912842187128,185
1550347994957,12,female,indian,decline,roseChart,35,0,5.134426320220926,181
1550347994957,12,female,indian,decline,barChart,80,0,6.324180546618741,144
1550347994957,12,female,indian,decline,pieChart,57,0,5.836050355058069,197
1550347994957,12,female,indian,decline,roseChart,71,0,6.152284842306582,139
1550347994957,12,female,indian,decline,pieChart,0,0,0,177
1550347994957,12,female,indian,decline,pieChart,80,0,6.324180546618741,180
1550347994957,12,female,indian,decline,barChart,8,0,3.0223678130284544,165
1550347994957,12,female,indian,decline,pieChart,88,0,6.461479447286156,180
1550347994957,12,female,indian,decline,barChart,64,0,6.002815015607054,147
1550347994957,12,female,indian,decline,roseChart,26,0,4.7073591320808825,180
1550347994957,12,female,indian,decline,pieChart,40,0,5.3264294871223035,157
1550347994957,12,female,indian,decline,roseChart,4,0,2.0443941193584534,194
1550347994957,12,female,indian,decline,barChart,78,0,6.28771237954945,186
1550347994957,12,female,indian,decline,pieChart,39,0,5.290018846932618,200
1550347994957,12,female,indian,decline,roseChart,81,00,6.342074667999139,351
1550347994957,12,female,indian,decline,barChart,79,0,6.306061689428342,222
1550347994957,12,female,indian,decline,roseChart,35,0,5.134426320220926,196
1550347994957,12,female,indian,decline,pieChart,25,0,4.651051691178929,184
1550347994957,12,female,indian,decline,barChart,67,0,6.0687782779854125,190
1550347994957,12,female,indian,decline,barChart,12,0,3.599912842187128,179
1550347994957,12,female,indian,decline,pieChart,69,0,6.111135670234707,192
1550347994957,12,female,indian,decline,pieChart,69,0,6.111135670234707,175
1550347994957,12,female,indian,decline,pieChart,19,0,4.257387842692652,171
1550347994957,12,female,indian,decline,barChart,86,0,6.428360172704291,231
1550347994957,12,female,indian,decline,roseChart,98,0,6.61654884377899,186
1550347994957,12,female,indian,decline,pieChart,42,0,5.396604781181859,157
1550347994957,12,female,indian,decline,roseChart,15,0,3.9188632372745946,199
1550347994957,12,female,indian,decline,roseChart,23,0,4.531381460516312,143
1550347994957,12,female,indian,decline,barChart,19,0,4.257387842692652,199
1550347994957,12,female,indian,decline,barChart,50,0,5.647458426454921,219
