id,age,gender,race,sexuality,chartType,actualValue,perceivedValue,error,time
1550013578610,18,female,white,no,barChart,57,60,1.6438561897747248,27277
1550013578610,18,female,white,no,roseChart,39,25,3.820178962415188,34074
1550013578610,18,female,white,no,pieChart,38,50,3.599912842187128,7303
1550013578610,18,female,white,no,roseChart,0,0,0,28351
1550013578610,18,female,white,no,roseChart,64,90,4.7073591320808825,38990
1550013578610,18,female,white,no,barChart,15,10,2.357552004618084,34610
1550013578610,18,female,white,no,roseChart,89,90,0.16992500144231237,4439
1550013578610,18,female,white,no,barChart,51,50,0.16992500144231237,7834
1550013578610,18,female,white,no,barChart,68,90,4.467605550082998,10909
1550013578610,18,female,white,no,roseChart,44,33,3.4757334309663976,23874
1550013578610,18,female,white,no,pieChart,64,66,1.0874628412503393,15328
1550013578610,18,female,white,no,pieChart,10,10,0,6167
1550013578610,18,female,white,no,roseChart,92,90,1.0874628412503393,5493
1550013578610,18,female,white,no,pieChart,1,5,2.0443941193584534,21608
1550013578610,18,female,white,no,pieChart,87,100,3.7142455176661224,6281
1550013578610,18,female,white,no,barChart,68,80,3.599912842187128,20126
1550013578610,18,female,white,no,barChart,65,75,3.3398500028846247,32097
1550013578610,18,female,white,no,barChart,6,10,2.0443941193584534,23023
1550013578610,18,female,white,no,barChart,60,60,0,6303
1550013578610,18,female,white,no,pieChart,43,33,3.3398500028846247,3242
1550013578610,18,female,white,no,roseChart,87,100,3.7142455176661224,3250
1550013578610,18,female,white,no,pieChart,53,50,1.6438561897747248,2857
1550013578610,18,female,white,no,roseChart,24,20,2.0443941193584534,5407
1550013578610,18,female,white,no,roseChart,25,20,2.357552004618084,3928
1550013578610,18,female,white,no,pieChart,33,50,4.098032082960526,2861
1550013578610,18,female,white,no,barChart,49,75,4.7073591320808825,4691
1550013578610,18,female,white,no,roseChart,95,100,2.357552004618084,4847
1550013578610,18,female,white,no,barChart,24,33,3.189824558880017,4067
1550013578610,18,female,white,no,barChart,22,20,1.0874628412503393,29486
1550013578610,18,female,white,no,roseChart,33,33,0,4357
1550013578610,18,female,white,no,barChart,53,50,1.6438561897747248,4029
1550013578610,18,female,white,no,barChart,25,75,5.647458426454921,29029
1550013578610,18,female,white,no,pieChart,76,66,3.3398500028846247,4499
1550013578610,18,female,white,no,pieChart,54,50,2.0443941193584534,3907
1550013578610,18,female,white,no,pieChart,24,33,3.189824558880017,7113
1550013578610,18,female,white,no,roseChart,80,70,3.3398500028846247,4178
1550013578610,18,female,white,no,roseChart,80,100,4.330916878114617,2756
1550013578610,18,female,white,no,pieChart,31,33,1.0874628412503393,2631
1550013578610,18,female,white,no,roseChart,37,33,2.0443941193584534,3747
1550013578610,18,female,white,no,barChart,65,60,2.357552004618084,4852
1550013578610,18,female,white,no,barChart,9,10,0.16992500144231237,4786
1550013578610,18,female,white,no,pieChart,68,50,4.1799090900149345,2350
1550013578610,18,female,white,no,pieChart,24,33,3.189824558880017,3201
1550013578610,18,female,white,no,roseChart,7,6,0.16992500144231237,3079
1550013578610,18,female,white,no,pieChart,21,33,3.599912842187128,2510
1550013578610,18,female,white,no,roseChart,72,80,3.0223678130284544,6018
1550013578610,18,female,white,no,pieChart,9,22,3.7142455176661224,10402
1550013578610,18,female,white,no,barChart,92,90,1.0874628412503393,3631
1550013578610,18,female,white,no,barChart,0,0,0,2020
1550013578610,18,female,white,no,roseChart,76,80,2.0443941193584534,3457
1550013578610,18,female,white,no,roseChart,42,33,3.189824558880017,4963
1550013578610,18,female,white,no,roseChart,30,33,1.6438561897747248,2616
1550013578610,18,female,white,no,pieChart,20,20,0,4495
1550013578610,18,female,white,no,pieChart,37,33,2.0443941193584534,5564
1550013578610,18,female,white,no,barChart,26,25,0.16992500144231237,11281
1550013578610,18,female,white,no,barChart,2,5,1.6438561897747248,8563
1550013578610,18,female,white,no,roseChart,17,2,3.9188632372745946,4608
1550013578610,18,female,white,no,pieChart,12,10,1.0874628412503393,11180
1550013578610,18,female,white,no,pieChart,52,50,1.0874628412503393,4257
1550013578610,18,female,white,no,barChart,88,90,1.0874628412503393,4065
