id,age,gender,race,sexuality,chartType,actualValue,perceivedValue,error,time
1550191126771,12,female,indian,decline,barChart,40,2,5.252665432450248,1123
1550191126771,12,female,indian,decline,barChart,28,2,4.7073591320808825,170
1550191126771,12,female,indian,decline,barChart,86,2,6.394462694610317,197
1550191126771,12,female,indian,decline,roseChart,11,2,3.189824558880017,186
1550191126771,12,female,indian,decline,roseChart,10,2,3.0223678130284544,237
1550191126771,12,female,indian,decline,barChart,32,2,4.912889336229962,225
1550191126771,12,female,indian,decline,roseChart,54,2,5.703903573444664,1335
1550191126771,12,female,indian,decline,barChart,1,2,0.16992500144231237,233
1550191126771,12,female,indian,decline,pieChart,5,2,1.6438561897747248,132
1550191126771,12,female,indian,decline,roseChart,98,2,6.586839787961827,205
1550191126771,12,female,indian,decline,pieChart,61,2,5.885696373339395,177
1550191126771,12,female,indian,decline,barChart,24,2,4.467605550082998,149
1550191126771,12,female,indian,decline,pieChart,53,2,5.675957032941749,193
1550191126771,12,female,indian,decline,pieChart,35,2,5.049848549450561,168
1550191126771,12,female,indian,decline,barChart,28,2,4.7073591320808825,187
1550191126771,12,female,indian,decline,pieChart,38,2,5.174925682500679,135
1550191126771,12,female,indian,decline,roseChart,48,2,5.527477006060396,195
1550191126771,12,female,indian,decline,pieChart,81,2,6.306061689428342,178
1550191126771,12,female,indian,decline,roseChart,11,2,3.189824558880017,179
1550191126771,12,female,indian,decline,barChart,43,2,5.361943773735241,209
1550191126771,12,female,indian,decline,pieChart,21,2,4.257387842692652,497
1550191126771,12,female,indian,decline,roseChart,65,2,5.980139577639157,170
1550191126771,12,female,indian,decline,barChart,7,2,2.357552004618084,167
1550191126771,12,female,indian,decline,pieChart,44,2,5.396604781181859,199
1550191126771,12,female,indian,decline,roseChart,38,2,5.174925682500679,179
1550191126771,12,female,indian,decline,pieChart,50,2,5.588714635582264,162
1550191126771,12,female,indian,decline,pieChart,33,2,4.960001932068081,194
1550191126771,12,female,indian,decline,pieChart,10,2,3.0223678130284544,254
1550191126771,12,female,indian,decline,pieChart,5,2,1.6438561897747248,156
1550191126771,12,female,indian,decline,pieChart,80,2,6.28771237954945,186
1550191126771,12,female,indian,decline,pieChart,31,2,4.864186144654281,213
1550191126771,12,female,indian,decline,roseChart,25,2,4.531381460516312,194
1550191126771,12,female,indian,decline,pieChart,6,2,2.0443941193584534,203
1550191126771,12,female,indian,decline,pieChart,46,2,5.463524373271181,155
1550191126771,12,female,indian,decline,barChart,80,2,6.28771237954945,186
1550191126771,12,female,indian,decline,roseChart,33,2,4.960001932068081,173
1550191126771,12,female,indian,decline,barChart,24,2,4.467605550082998,697
1550191126771,12,female,indian,decline,barChart,72,2,6.1318569606087925,204
1550191126771,12,female,indian,decline,roseChart,0,2,1.0874628412503393,136
1550191126771,12,female,indian,decline,pieChart,74,2,6.172427508645482,174
1550191126771,12,female,indian,decline,pieChart,19,2,4.098032082960526,142
1550191126771,12,female,indian,decline,roseChart,59,2,5.836050355058069,153
1550191126771,12,female,indian,decline,roseChart,56,2,5.7582232147267245,158
1550191126771,12,female,indian,decline,roseChart,98,2,6.586839787961827,440
1550191126771,12,female,indian,decline,roseChart,44,2,5.396604781181859,157
1550191126771,12,female,indian,decline,pieChart,70,2,6.090112419664289,155
1550191126771,12,female,indian,decline,pieChart,25,2,4.531381460516312,128
1550191126771,12,female,indian,decline,roseChart,36,2,5.092757140919852,169
1550191126771,12,female,indian,decline,roseChart,50,2,5.588714635582264,145
1550191126771,12,female,indian,decline,roseChart,56,2,5.7582232147267245,174
1550191126771,12,female,indian,decline,barChart,41,2,5.290018846932618,172
1550191126771,12,female,indian,decline,roseChart,98,2,6.586839787961827,151
1550191126771,12,female,indian,decline,barChart,12,2,3.3398500028846247,128
1550191126771,12,female,indian,decline,roseChart,87,2,6.411510988012071,176
1550191126771,12,female,indian,decline,barChart,50,2,5.588714635582264,478
1550191126771,12,female,indian,decline,barChart,78,2,6.250298417906333,156
1550191126771,12,female,indian,decline,barChart,76,2,6.211888294546004,161
1550191126771,12,female,indian,decline,barChart,93,2,6.509775004326937,187
1550191126771,12,female,indian,decline,barChart,15,2,3.7142455176661224,169
1550191126771,12,female,indian,decline,barChart,40,22,4.1799090900149345,533
