name,state,code,value,lat,id
Aleutians East Borough,AK,3341,160000,47.89,USA.AK.Aleutians East Borough
Aleutians West Census Area,AK,5702,420000,73.66,USA.AK.Aleutians West Census Area
Municipality of Anchorage,AK,298695,31920000,106.86,USA.AK.Municipality of Anchorage
Bethel Census Area,AK,17945,280000,15.6,USA.AK.Bethel Census Area
Bristol Bay Borough,AK,892,70000,78.48,USA.AK.Bristol Bay Borough
Denali Borough,AK,1919,40000,20.84,USA.AK.Denali Borough
Dillingham Census Area,AK,4997,240000,48.03,USA.AK.Dillingham Census Area
Fairbanks North Star Borough,AK,99631,12020000,120.65,USA.AK.Fairbanks North Star Borough
Haines Borough,AK,2534,100000,39.46,USA.AK.Haines Borough
Hoonah-Angoon Census Area,AK,2133,150000,70.32,USA.AK.Hoonah-Angoon Census Area
City & Borough of Juneau,AK,32756,4390000,134.02,USA.AK.City & Borough of Juneau
Kenai Peninsula Borough,AK,58059,3450000,59.42,USA.AK.Kenai Peninsula Borough
Ketchikan Gateway Borough,AK,13709,760000,55.44,USA.AK.Ketchikan Gateway Borough
Kodiak Island Borough,AK,13889,1000000,72,USA.AK.Kodiak Island Borough
Kusilvak Census Area,AK,8119,400000,49.27,USA.AK.Kusilvak Census Area
Lake and Peninsula Borough,AK,1563,100000,63.98,USA.AK.Lake and Peninsula Borough
Matanuska-Susitna Borough,AK,101095,2220000,21.96,USA.AK.Matanuska-Susitna Borough
Nome Census Area,AK,9846,610000,61.95,USA.AK.Nome Census Area
North Slope Borough,AK,9687,290000,29.94,USA.AK.North Slope Borough
Northwest Arctic Borough,AK,7752,520000,67.08,USA.AK.Northwest Arctic Borough
Petersburg Borough,AK,3177,180000,56.66,USA.AK.Petersburg Borough
Prince of Wales-Hyder Census Area,AK,6341,340000,53.62,USA.AK.Prince of Wales-Hyder Census Area
City & Borough of Sitka,AK,8863,640000,72.21,USA.AK.City & Borough of Sitka
Skagway Municipality,AK,1057,50000,47.3,USA.AK.Skagway Municipality
Southeast Fairbanks Census Area,AK,6838,220000,32.17,USA.AK.Southeast Fairbanks Census Area
Valdez-Cordova Census Area,AK,9362,620000,66.23,USA.AK.Valdez-Cordova Census Area
City & Borough of Wrangell,AK,2381,170000,71.37,USA.AK.City & Borough of Wrangell
City & Borough of Yakutat,AK,613,50000,81.57,USA.AK.City & Borough of Yakutat
Yukon-Koyukuk Census Area,AK,5532,220000,39.76,USA.AK.Yukon-Koyukuk Census Area
Autauga County,AL,55347,2710000,48.96,USA.AL.Autauga County
Baldwin County,AL,203709,12780000,62.74,USA.AL.Baldwin County
Barbour County,AL,26489,1420000,53.61,USA.AL.Barbour County
Bibb County,AL,22583,1810000,80.15,USA.AL.Bibb County
Blount County,AL,57673,2790000,48.38,USA.AL.Blount County
Bullock County,AL,10696,890000,83.21,USA.AL.Bullock County
Butler County,AL,20154,1350000,66.98,USA.AL.Butler County
Calhoun County,AL,115620,7520000,65.04,USA.AL.Calhoun County
Chambers County,AL,34123,1740000,50.99,USA.AL.Chambers County
Cherokee County,AL,25859,1080000,41.76,USA.AL.Cherokee County
Chilton County,AL,43943,2220000,50.52,USA.AL.Chilton County
Choctaw County,AL,13170,250000,18.98,USA.AL.Choctaw County
Clarke County,AL,24675,1190000,48.23,USA.AL.Clarke County
Clay County,AL,13555,280000,20.66,USA.AL.Clay County
Cleburne County,AL,15017,610000,40.62,USA.AL.Cleburne County
Coffee County,AL,51211,3530000,68.93,USA.AL.Coffee County
Colbert County,AL,54354,4270000,78.56,USA.AL.Colbert County
Conecuh County,AL,12672,410000,32.35,USA.AL.Conecuh County
Coosa County,AL,10724,390000,36.37,USA.AL.Coosa County
Covington County,AL,37835,1810000,47.84,USA.AL.Covington County
Crenshaw County,AL,13963,830000,59.44,USA.AL.Crenshaw County
Cullman County,AL,82005,5730000,69.87,USA.AL.Cullman County
Dale County,AL,49565,3050000,61.54,USA.AL.Dale County
Dallas County,AL,41131,2230000,54.22,USA.AL.Dallas County
DeKalb County,AL,71130,3390000,47.66,USA.AL.DeKalb County
Elmore County,AL,81468,5020000,61.62,USA.AL.Elmore County
Escambia County,AL,37789,2220000,58.75,USA.AL.Escambia County
Etowah County,AL,103057,6600000,64.04,USA.AL.Etowah County
Fayette County,AL,16759,680000,40.58,USA.AL.Fayette County
Franklin County,AL,31695,1400000,44.17,USA.AL.Franklin County
Geneva County,AL,26776,940000,35.1,USA.AL.Geneva County
Greene County,AL,8479,350000,41.28,USA.AL.Greene County
Hale County,AL,15068,1380000,91.58,USA.AL.Hale County
Henry County,AL,17221,810000,47.04,USA.AL.Henry County
Houston County,AL,104172,4980000,47.81,USA.AL.Houston County
Jackson County,AL,52419,2610000,49.79,USA.AL.Jackson County
Jefferson County,AL,660367,48850000,73.97,USA.AL.Jefferson County
Lamar County,AL,13886,490000,35.29,USA.AL.Lamar County
Lauderdale County,AL,92596,6170000,66.63,USA.AL.Lauderdale County
Lawrence County,AL,33115,1780000,53.75,USA.AL.Lawrence County
Lee County,AL,156993,9810000,62.49,USA.AL.Lee County
Limestone County,AL,91663,5420000,59.13,USA.AL.Limestone County
Lowndes County,AL,10458,760000,72.67,USA.AL.Lowndes County
Macon County,AL,19105,1160000,60.72,USA.AL.Macon County
Madison County,AL,353089,30950000,87.65,USA.AL.Madison County
Marengo County,AL,20028,720000,35.95,USA.AL.Marengo County
Marion County,AL,30168,1100000,36.46,USA.AL.Marion County
Marshall County,AL,94725,9050000,95.54,USA.AL.Marshall County
Mobile County,AL,415395,35570000,85.63,USA.AL.Mobile County
Monroe County,AL,21673,1030000,47.52,USA.AL.Monroe County
Montgomery County,AL,226519,14300000,63.13,USA.AL.Montgomery County
Morgan County,AL,119565,8810000,73.68,USA.AL.Morgan County
Perry County,AL,9652,430000,44.55,USA.AL.Perry County
Pickens County,AL,20864,1330000,63.75,USA.AL.Pickens County
Pike County,AL,33046,2330000,70.51,USA.AL.Pike County
Randolph County,AL,22695,640000,28.2,USA.AL.Randolph County
Russell County,AL,59660,4900000,82.13,USA.AL.Russell County
St. Clair County,AL,87074,5110000,58.69,USA.AL.St. Clair County
Shelby County,AL,208713,11840000,56.73,USA.AL.Shelby County
Sumter County,AL,13103,710000,54.19,USA.AL.Sumter County
Talladega County,AL,80862,5520000,68.26,USA.AL.Talladega County
Tallapoosa County,AL,40844,2320000,56.8,USA.AL.Tallapoosa County
Tuscaloosa County,AL,203976,12290000,60.25,USA.AL.Tuscaloosa County
Walker County,AL,65294,3520000,53.91,USA.AL.Walker County
Washington County,AL,16804,600000,35.71,USA.AL.Washington County
Wilcox County,AL,11059,340000,30.74,USA.AL.Wilcox County
Winston County,AL,23877,1330000,55.7,USA.AL.Winston County
Arkansas County,AR,18433,1640000,88.97,USA.AR.Arkansas County
Ashley County,AR,20838,1840000,88.3,USA.AR.Ashley County
Baxter County,AR,41053,2640000,64.31,USA.AR.Baxter County
Benton County,AR,249672,22090000,88.48,USA.AR.Benton County
Boone County,AR,37222,2900000,77.91,USA.AR.Boone County
Bradley County,AR,11094,990000,89.24,USA.AR.Bradley County
Calhoun County,AR,5229,470000,89.88,USA.AR.Calhoun County
Carroll County,AR,27704,2160000,77.97,USA.AR.Carroll County
Chicot County,AR,11027,980000,88.87,USA.AR.Chicot County
Clark County,AR,22633,1930000,85.27,USA.AR.Clark County
Clay County,AR,15109,1340000,88.69,USA.AR.Clay County
Cleburne County,AR,25467,2270000,89.13,USA.AR.Cleburne County
Cleveland County,AR,8311,740000,89.04,USA.AR.Cleveland County
Columbia County,AR,24114,2150000,89.16,USA.AR.Columbia County
Conway County,AR,21019,1870000,88.97,USA.AR.Conway County
Craighead County,AR,104354,8950000,85.77,USA.AR.Craighead County
Crawford County,AR,61703,4960000,80.39,USA.AR.Crawford County
Crittenden County,AR,48963,4360000,89.05,USA.AR.Crittenden County
Cross County,AR,17284,1540000,89.1,USA.AR.Cross County
Dallas County,AR,7604,680000,89.43,USA.AR.Dallas County
Desha County,AR,11965,1060000,88.59,USA.AR.Desha County
Drew County,AR,18778,1530000,81.48,USA.AR.Drew County
Faulkner County,AR,121552,10690000,87.95,USA.AR.Faulkner County
Franklin County,AR,17702,1470000,83.04,USA.AR.Franklin County
Fulton County,AR,12204,800000,65.55,USA.AR.Fulton County
Garland County,AR,97177,8580000,88.29,USA.AR.Garland County
Grant County,AR,18102,1490000,82.31,USA.AR.Grant County
Greene County,AR,44196,3370000,76.25,USA.AR.Greene County
Hempstead County,AR,22084,1570000,71.09,USA.AR.Hempstead County
Hot Spring County,AR,33426,2970000,88.85,USA.AR.Hot Spring County
Howard County,AR,13300,1180000,88.72,USA.AR.Howard County
Independence County,AR,37052,3250000,87.71,USA.AR.Independence County
Izard County,AR,13445,1160000,86.28,USA.AR.Izard County
Jackson County,AR,17338,1470000,84.78,USA.AR.Jackson County
Jefferson County,AR,71565,6160000,86.08,USA.AR.Jefferson County
Johnson County,AR,26141,2330000,89.13,USA.AR.Johnson County
Lafayette County,AR,6996,570000,81.48,USA.AR.Lafayette County
Lawrence County,AR,16779,1490000,88.8,USA.AR.Lawrence County
Lee County,AR,9650,860000,89.12,USA.AR.Lee County
Lincoln County,AR,13820,1230000,89,USA.AR.Lincoln County
Little River County,AR,12472,1100000,88.2,USA.AR.Little River County
Logan County,AR,21714,1890000,87.04,USA.AR.Logan County
Lonoke County,AR,71645,6380000,89.05,USA.AR.Lonoke County
Madison County,AR,15767,1010000,64.06,USA.AR.Madison County
Marion County,AR,16184,1050000,64.87,USA.AR.Marion County
Miller County,AR,43908,3290000,74.93,USA.AR.Miller County
Mississippi County,AR,43738,3890000,88.94,USA.AR.Mississippi County
Monroe County,AR,7399,630000,85.15,USA.AR.Monroe County
Montgomery County,AR,8970,640000,71.35,USA.AR.Montgomery County
Nevada County,AR,8558,640000,74.78,USA.AR.Nevada County
Newton County,AR,7912,660000,83.41,USA.AR.Newton County
Ouachita County,AR,24358,2170000,89.09,USA.AR.Ouachita County
Perry County,AR,10189,710000,69.68,USA.AR.Perry County
Phillips County,AR,19512,1740000,89.17,USA.AR.Phillips County
Pike County,AR,10824,880000,81.3,USA.AR.Pike County
Poinsett County,AR,24040,1980000,82.36,USA.AR.Poinsett County
Polk County,AR,20215,1580000,78.16,USA.AR.Polk County
Pope County,AR,63390,4890000,77.14,USA.AR.Pope County
Prairie County,AR,8291,700000,84.43,USA.AR.Prairie County
Pulaski County,AR,392664,34390000,87.58,USA.AR.Pulaski County
Randolph County,AR,17469,1160000,66.4,USA.AR.Randolph County
St. Francis County,AR,26589,2340000,88.01,USA.AR.St. Francis County
Saline County,AR,117460,9170000,78.07,USA.AR.Saline County
Scott County,AR,10513,600000,57.07,USA.AR.Scott County
Searcy County,AR,7869,560000,71.17,USA.AR.Searcy County
Sebastian County,AR,127780,11030000,86.32,USA.AR.Sebastian County
Sevier County,AR,17290,1210000,69.98,USA.AR.Sevier County
Sharp County,AR,16912,1150000,68,USA.AR.Sharp County
Stone County,AR,12456,1110000,89.11,USA.AR.Stone County
Union County,AR,40144,3570000,88.93,USA.AR.Union County
Van Buren County,AR,16771,1470000,87.65,USA.AR.Van Buren County
Washington County,AR,225477,20070000,89.01,USA.AR.Washington County
White County,AR,79161,6280000,79.33,USA.AR.White County
Woodruff County,AR,6741,600000,89.01,USA.AR.Woodruff County
Yell County,AR,21713,1820000,83.82,USA.AR.Yell County
Apache County,AZ,71473,5080000,71.07,USA.AZ.Apache County
Cochise County,AZ,126427,13080000,103.46,USA.AZ.Cochise County
Coconino County,AZ,139097,16090000,115.67,USA.AZ.Coconino County
Gila County,AZ,53159,4110000,77.32,USA.AZ.Gila County
Graham County,AZ,37666,3040000,80.71,USA.AZ.Graham County
Greenlee County,AZ,9529,1530000,160.56,USA.AZ.Greenlee County
La Paz County,AZ,20152,2600000,129.02,USA.AZ.La Paz County
Maricopa County,AZ,4167947,636760000,152.78,USA.AZ.Maricopa County
Mohave County,AZ,204737,37330000,182.33,USA.AZ.Mohave County
Navajo County,AZ,108277,12430000,114.8,USA.AZ.Navajo County
Pima County,AZ,1010025,133310000,131.99,USA.AZ.Pima County
Pinal County,AZ,406584,45540000,112.01,USA.AZ.Pinal County
Santa Cruz County,AZ,46461,4240000,91.26,USA.AZ.Santa Cruz County
Yavapai County,AZ,222255,18400000,82.79,USA.AZ.Yavapai County
Yuma County,AZ,204275,29760000,145.69,USA.AZ.Yuma County
Alameda County,CA,1638215,98370000,60.05,USA.CA.Alameda County
Alpine County,CA,1110,60000,54.05,USA.CA.Alpine County
Amador County,CA,37001,2990000,80.81,USA.CA.Amador County
Butte County,CA,225410,18690000,82.92,USA.CA.Butte County
Calaveras County,CA,44828,3340000,74.51,USA.CA.Calaveras County
Colusa County,CA,21482,1580000,73.55,USA.CA.Colusa County
Contra Costa County,CA,1126745,72410000,64.26,USA.CA.Contra Costa County
Del Norte County,CA,27254,1590000,58.34,USA.CA.Del Norte County
El Dorado County,CA,184452,15480000,83.92,USA.CA.El Dorado County
Fresno County,CA,974861,101920000,104.55,USA.CA.Fresno County
Glenn County,CA,28017,1760000,62.82,USA.CA.Glenn County
Humboldt County,CA,135727,7250000,53.42,USA.CA.Humboldt County
Imperial County,CA,180190,19950000,110.72,USA.CA.Imperial County
Inyo County,CA,18260,1560000,85.43,USA.CA.Inyo County
Kern County,CA,882176,106070000,120.24,USA.CA.Kern County
Kings County,CA,150965,17250000,114.26,USA.CA.Kings County
Lake County,CA,64591,2110000,32.67,USA.CA.Lake County
Lassen County,CA,31345,2640000,84.22,USA.CA.Lassen County
Los Angeles County,CA,10170292,817880000,80.42,USA.CA.Los Angeles County
Madera County,CA,154998,11670000,75.29,USA.CA.Madera County
Marin County,CA,261221,19580000,74.96,USA.CA.Marin County
Mariposa County,CA,17531,440000,25.1,USA.CA.Mariposa County
Mendocino County,CA,87649,4640000,52.94,USA.CA.Mendocino County
Merced County,CA,268455,25230000,93.98,USA.CA.Merced County
Modoc County,CA,8965,400000,44.62,USA.CA.Modoc County
Mono County,CA,13909,1210000,86.99,USA.CA.Mono County
Monterey County,CA,433898,25990000,59.9,USA.CA.Monterey County
Napa County,CA,142456,8800000,61.77,USA.CA.Napa County
Nevada County,CA,98877,6950000,70.29,USA.CA.Nevada County
Orange County,CA,3169776,282700000,89.19,USA.CA.Orange County
Placer County,CA,375390,34870000,92.89,USA.CA.Placer County
Plumas County,CA,18409,1380000,74.96,USA.CA.Plumas County
Riverside County,CA,2361026,277710000,117.62,USA.CA.Riverside County
Sacramento County,CA,1501335,156290000,104.1,USA.CA.Sacramento County
San Benito County,CA,58792,3640000,61.91,USA.CA.San Benito County
San Bernardino County,CA,2128133,217550000,102.23,USA.CA.San Bernardino County
San Diego County,CA,3299520,260940000,79.08,USA.CA.San Diego County
San Francisco County,CA,864816,36720000,42.46,USA.CA.San Francisco County
San Joaquin County,CA,726106,55440000,76.35,USA.CA.San Joaquin County
San Luis Obispo County,CA,281401,19640000,69.79,USA.CA.San Luis Obispo County
San Mateo County,CA,765135,45600000,59.6,USA.CA.San Mateo County
Santa Barbara County,CA,444769,29590000,66.53,USA.CA.Santa Barbara County
Santa Clara County,CA,1918043,109360000,57.02,USA.CA.Santa Clara County
Santa Cruz County,CA,274145,11850000,43.23,USA.CA.Santa Cruz County
Shasta County,CA,179533,21770000,121.26,USA.CA.Shasta County
Sierra County,CA,2967,240000,80.89,USA.CA.Sierra County
Siskiyou County,CA,43553,2590000,59.47,USA.CA.Siskiyou County
Solano County,CA,436092,31300000,71.77,USA.CA.Solano County
Sonoma County,CA,502145,26760000,53.29,USA.CA.Sonoma County
Stanislaus County,CA,538388,45610000,84.72,USA.CA.Stanislaus County
Sutter County,CA,96463,8210000,85.11,USA.CA.Sutter County
Tehama County,CA,63308,3670000,57.97,USA.CA.Tehama County
Trinity County,CA,13069,640000,48.97,USA.CA.Trinity County
Tulare County,CA,459863,44620000,97.03,USA.CA.Tulare County
Tuolumne County,CA,53708,3620000,67.4,USA.CA.Tuolumne County
Ventura County,CA,850536,75920000,89.26,USA.CA.Ventura County
Yolo County,CA,213016,15210000,71.4,USA.CA.Yolo County
Yuba County,CA,74492,6720000,90.21,USA.CA.Yuba County
Adams County,CO,491337,36530000,74.35,USA.CO.Adams County
Alamosa County,CO,16496,1250000,75.78,USA.CO.Alamosa County
Arapahoe County,CO,631096,141380000,224.02,USA.CO.Arapahoe County
Archuleta County,CO,12352,2440000,197.54,USA.CO.Archuleta County
Baca County,CO,3615,240000,66.39,USA.CO.Baca County
Bent County,CO,5830,290000,49.74,USA.CO.Bent County
Boulder County,CO,319372,32740000,102.51,USA.CO.Boulder County
Broomfield County,CO,65065,5670000,87.14,USA.CO.Broomfield County
Chaffee County,CO,18658,1170000,62.71,USA.CO.Chaffee County
Cheyenne County,CO,1829,230000,125.75,USA.CO.Cheyenne County
Clear Creek County,CO,9302,710000,76.32,USA.CO.Clear Creek County
Conejos County,CO,8130,1160000,142.68,USA.CO.Conejos County
Costilla County,CO,3583,300000,83.71,USA.CO.Costilla County
Crowley County,CO,5562,290000,52.14,USA.CO.Crowley County
Custer County,CO,4445,170000,38.25,USA.CO.Custer County
Delta County,CO,29979,4710000,157.11,USA.CO.Delta County
Denver County,CO,682545,109750000,160.8,USA.CO.Denver County
Dolores County,CO,1978,150000,75.83,USA.CO.Dolores County
Douglas County,CO,322387,23360000,72.46,USA.CO.Douglas County
Eagle County,CO,53605,6210000,115.85,USA.CO.Eagle County
Elbert County,CO,24735,740000,29.92,USA.CO.Elbert County
El Paso County,CO,674471,73030000,108.28,USA.CO.El Paso County
Fremont County,CO,46692,3990000,85.45,USA.CO.Fremont County
Garfield County,CO,58095,6500000,111.89,USA.CO.Garfield County
Gilpin County,CO,5827,420000,72.07,USA.CO.Gilpin County
Grand County,CO,14615,1480000,101.27,USA.CO.Grand County
Gunnison County,CO,16067,1080000,67.22,USA.CO.Gunnison County
Hinsdale County,CO,774,130000,167.96,USA.CO.Hinsdale County
Huerfano County,CO,6492,880000,135.55,USA.CO.Huerfano County
Jackson County,CO,1355,170000,125.37,USA.CO.Jackson County
Jefferson County,CO,565524,53470000,94.55,USA.CO.Jefferson County
Kiowa County,CO,1423,140000,98.38,USA.CO.Kiowa County
Kit Carson County,CO,7757,1070000,137.92,USA.CO.Kit Carson County
Lake County,CO,7485,700000,93.52,USA.CO.Lake County
La Plata County,CO,54688,5180000,94.72,USA.CO.La Plata County
Larimer County,CO,333577,30570000,91.64,USA.CO.Larimer County
Las Animas County,CO,14058,2910000,207,USA.CO.Las Animas County
Lincoln County,CO,5557,490000,88.18,USA.CO.Lincoln County
Logan County,CO,22035,1610000,73.06,USA.CO.Logan County
Mesa County,CO,148513,11240000,75.68,USA.CO.Mesa County
Mineral County,CO,726,110000,151.52,USA.CO.Mineral County
Moffat County,CO,12937,1000000,77.3,USA.CO.Moffat County
Montezuma County,CO,26168,1960000,74.9,USA.CO.Montezuma County
Montrose County,CO,40946,7940000,193.91,USA.CO.Montrose County
Morgan County,CO,28360,3620000,127.64,USA.CO.Morgan County
Otero County,CO,18343,1440000,78.5,USA.CO.Otero County
Ouray County,CO,4691,760000,162.01,USA.CO.Ouray County
Park County,CO,16510,350000,21.2,USA.CO.Park County
Phillips County,CO,4349,640000,147.16,USA.CO.Phillips County
Pitkin County,CO,17787,2310000,129.87,USA.CO.Pitkin County
Prowers County,CO,11954,1370000,114.61,USA.CO.Prowers County
Pueblo County,CO,163591,9940000,60.76,USA.CO.Pueblo County
Rio Blanco County,CO,6571,1070000,162.84,USA.CO.Rio Blanco County
Rio Grande County,CO,11543,780000,67.57,USA.CO.Rio Grande County
Routt County,CO,24130,1810000,75.01,USA.CO.Routt County
Saguache County,CO,6251,780000,124.78,USA.CO.Saguache County
San Juan County,CO,701,80000,114.12,USA.CO.San Juan County
San Miguel County,CO,7879,510000,64.73,USA.CO.San Miguel County
Sedgwick County,CO,2399,410000,170.9,USA.CO.Sedgwick County
Summit County,CO,30256,6170000,203.92,USA.CO.Summit County
Teller County,CO,23385,1100000,47.04,USA.CO.Teller County
Washington County,CO,4864,260000,53.45,USA.CO.Washington County
Weld County,CO,285174,26840000,94.12,USA.CO.Weld County
Yuma County,CO,10146,890000,87.72,USA.CO.Yuma County
Fairfield County,CT,948053,29980000,31.62,USA.CT.Fairfield County
Hartford County,CT,895841,25290000,28.23,USA.CT.Hartford County
Litchfield County,CT,183602,3640000,19.83,USA.CT.Litchfield County
Middlesex County,CT,164063,3160000,19.26,USA.CT.Middlesex County
New Haven County,CT,859470,20980000,24.41,USA.CT.New Haven County
New London County,CT,271863,6610000,24.31,USA.CT.New London County
Tolland County,CT,151420,3830000,25.29,USA.CT.Tolland County
Windham County,CT,116573,2500000,21.45,USA.CT.Windham County
District of Columbia,DC,672228,44780000,66.61,USA.DC.District of Columbia
Kent County,DE,173533,9780000,56.36,USA.DE.Kent County
New Castle County,DE,556779,39980000,71.81,USA.DE.New Castle County
Sussex County,DE,215622,11380000,52.78,USA.DE.Sussex County
Alachua County,FL,259964,12740000,49.01,USA.FL.Alachua County
Baker County,FL,27420,360000,13.13,USA.FL.Baker County
Bay County,FL,181635,14430000,79.45,USA.FL.Bay County
Bradford County,FL,26928,590000,21.91,USA.FL.Bradford County
Brevard County,FL,568088,33070000,58.21,USA.FL.Brevard County
Broward County,FL,1896425,153740000,81.07,USA.FL.Broward County
Calhoun County,FL,14462,350000,24.2,USA.FL.Calhoun County
Charlotte County,FL,173115,12250000,70.76,USA.FL.Charlotte County
Citrus County,FL,141058,10290000,72.95,USA.FL.Citrus County
Clay County,FL,203967,8130000,39.86,USA.FL.Clay County
Collier County,FL,357305,35600000,99.63,USA.FL.Collier County
Columbia County,FL,68348,1540000,22.53,USA.FL.Columbia County
DeSoto County,FL,35458,1210000,34.12,USA.FL.DeSoto County
Dixie County,FL,16203,320000,19.75,USA.FL.Dixie County
Duval County,FL,913010,68470000,74.99,USA.FL.Duval County
Escambia County,FL,311003,24310000,78.17,USA.FL.Escambia County
Flagler County,FL,105392,6520000,61.86,USA.FL.Flagler County
Franklin County,FL,11761,1420000,120.74,USA.FL.Franklin County
Gadsden County,FL,46036,2730000,59.3,USA.FL.Gadsden County
Gilchrist County,FL,17199,100000,5.81,USA.FL.Gilchrist County
Glades County,FL,13670,370000,27.07,USA.FL.Glades County
Gulf County,FL,15870,1470000,92.62,USA.FL.Gulf County
Hamilton County,FL,14295,450000,31.48,USA.FL.Hamilton County
Hardee County,FL,27502,1060000,38.54,USA.FL.Hardee County
Hendry County,FL,39119,1850000,47.29,USA.FL.Hendry County
Hernando County,FL,178439,13760000,77.11,USA.FL.Hernando County
Highlands County,FL,99491,5010000,50.36,USA.FL.Highlands County
Hillsborough County,FL,1349050,72910000,54.05,USA.FL.Hillsborough County
Holmes County,FL,19324,610000,31.57,USA.FL.Holmes County
Indian River County,FL,147918,11080000,74.91,USA.FL.Indian River County
Jackson County,FL,48599,1330000,27.37,USA.FL.Jackson County
Jefferson County,FL,14081,420000,29.83,USA.FL.Jefferson County
Lafayette County,FL,8663,70000,8.08,USA.FL.Lafayette County
Lake County,FL,325875,36320000,111.45,USA.FL.Lake County
Lee County,FL,701982,40990000,58.39,USA.FL.Lee County
Leon County,FL,286272,15820000,55.26,USA.FL.Leon County
Levy County,FL,39832,870000,21.84,USA.FL.Levy County
Liberty County,FL,8331,350000,42.01,USA.FL.Liberty County
Madison County,FL,18408,760000,41.29,USA.FL.Madison County
Manatee County,FL,363369,24570000,67.62,USA.FL.Manatee County
Marion County,FL,343254,18210000,53.05,USA.FL.Marion County
Martin County,FL,156283,10160000,65.01,USA.FL.Martin County
Miami-Dade County,FL,2693117,216740000,80.48,USA.FL.Miami-Dade County
Monroe County,FL,77482,12190000,157.33,USA.FL.Monroe County
Nassau County,FL,78444,4750000,60.55,USA.FL.Nassau County
Okaloosa County,FL,198664,13220000,66.54,USA.FL.Okaloosa County
Okeechobee County,FL,39469,1720000,43.58,USA.FL.Okeechobee County
Orange County,FL,1288126,109840000,85.27,USA.FL.Orange County
Osceola County,FL,323993,29790000,91.95,USA.FL.Osceola County
Palm Beach County,FL,1422789,168300000,118.29,USA.FL.Palm Beach County
Pasco County,FL,497909,30730000,61.72,USA.FL.Pasco County
Pinellas County,FL,949827,50580000,53.25,USA.FL.Pinellas County
Polk County,FL,650092,47890000,73.67,USA.FL.Polk County
Putnam County,FL,72023,960000,13.33,USA.FL.Putnam County
St. Johns County,FL,226640,9170000,40.46,USA.FL.St. Johns County
St. Lucie County,FL,298563,20940000,70.14,USA.FL.St. Lucie County
Santa Rosa County,FL,167040,11490000,68.79,USA.FL.Santa Rosa County
Sarasota County,FL,405549,22030000,54.32,USA.FL.Sarasota County
Seminole County,FL,449144,38530000,85.79,USA.FL.Seminole County
Sumter County,FL,118891,19260000,162,USA.FL.Sumter County
Suwannee County,FL,43760,470000,10.74,USA.FL.Suwannee County
Taylor County,FL,22493,1100000,48.9,USA.FL.Taylor County
Union County,FL,15234,70000,4.59,USA.FL.Union County
Volusia County,FL,517886,35880000,69.28,USA.FL.Volusia County
Wakulla County,FL,31535,1340000,42.49,USA.FL.Wakulla County
Walton County,FL,63508,8050000,126.76,USA.FL.Walton County
Washington County,FL,24686,490000,19.85,USA.FL.Washington County
Appling County,GA,18454,530000,28.72,USA.GA.Appling County
Atkinson County,GA,8398,240000,28.58,USA.GA.Atkinson County
Bacon County,GA,11299,700000,61.95,USA.GA.Bacon County
Baker County,GA,3180,120000,37.74,USA.GA.Baker County
Baldwin County,GA,45458,1790000,39.38,USA.GA.Baldwin County
Banks County,GA,18495,490000,26.49,USA.GA.Banks County
Barrow County,GA,75370,4059999,53.87,USA.GA.Barrow County
Bartow County,GA,102747,6400000,62.29,USA.GA.Bartow County
Ben Hill County,GA,17403,1230000,70.68,USA.GA.Ben Hill County
Berrien County,GA,18963,550000,29,USA.GA.Berrien County
Bibb County,GA,153721,14300000,93.03,USA.GA.Bibb County
Bleckley County,GA,12243,90000,7.35,USA.GA.Bleckley County
Brantley County,GA,18455,170000,9.21,USA.GA.Brantley County
Brooks County,GA,15658,580000,37.04,USA.GA.Brooks County
Bryan County,GA,35137,2330000,66.31,USA.GA.Bryan County
Bulloch County,GA,72651,3010000,41.43,USA.GA.Bulloch County
Burke County,GA,22745,500000,21.98,USA.GA.Burke County
Butts County,GA,23593,1720000,72.9,USA.GA.Butts County
Calhoun County,GA,6479,220000,33.96,USA.GA.Calhoun County
Camden County,GA,52102,2610000,50.09,USA.GA.Camden County
Candler County,GA,10886,320000,29.4,USA.GA.Candler County
Carroll County,GA,114545,6420000,56.05,USA.GA.Carroll County
Catoosa County,GA,66050,4870000,73.73,USA.GA.Catoosa County
Charlton County,GA,12965,590000,45.51,USA.GA.Charlton County
Chatham County,GA,286955,15830000,55.17,USA.GA.Chatham County
Chattahoochee County,GA,11368,290000,25.51,USA.GA.Chattahoochee County
Chattooga County,GA,24921,1410000,56.58,USA.GA.Chattooga County
Cherokee County,GA,235900,14930000,63.29,USA.GA.Cherokee County
Clarke County,GA,123912,6630000,53.51,USA.GA.Clarke County
Clay County,GA,3141,200000,63.67,USA.GA.Clay County
Clayton County,GA,273955,20590000,75.16,USA.GA.Clayton County
Clinch County,GA,6893,260000,37.72,USA.GA.Clinch County
Cobb County,GA,741334,34090000,45.98,USA.GA.Cobb County
Coffee County,GA,43108,2000000,46.4,USA.GA.Coffee County
Colquitt County,GA,45843,1510000,32.94,USA.GA.Colquitt County
Columbia County,GA,144052,10430000,72.4,USA.GA.Columbia County
Cook County,GA,17124,880000,51.39,USA.GA.Cook County
Coweta County,GA,138427,6520000,47.1,USA.GA.Coweta County
Crawford County,GA,12388,300000,24.22,USA.GA.Crawford County
Crisp County,GA,22881,1080000,47.2,USA.GA.Crisp County
