name,state,code,value,lat,id
Sumter County,SC,107480,8199999,76.29,USA.SC.Sumter County
Union County,SC,27776,2530000,91.08,USA.SC.Union County
Williamsburg County,SC,32534,1460000,44.87,USA.SC.Williamsburg County
York County,SC,251195,16340000,65.05,USA.SC.York County
Aurora County,SD,2733,110000,40.25,USA.SD.Aurora County
Beadle County,SD,18372,1370000,74.57,USA.SD.Beadle County
Bennett County,SD,3423,100000,29.21,USA.SD.Bennett County
Bon Homme County,SD,6985,170000,24.34,USA.SD.Bon Homme County
Brookings County,SD,33897,1660000,48.97,USA.SD.Brookings County
Brown County,SD,38785,2080000,53.63,USA.SD.Brown County
Brule County,SD,5281,150000,28.4,USA.SD.Brule County
Buffalo County,SD,2095,60000,28.64,USA.SD.Buffalo County
Butte County,SD,10283,440000,42.79,USA.SD.Butte County
Campbell County,SD,1396,50000,35.79,USA.SD.Campbell County
Charles Mix County,SD,9383,380000,40.5,USA.SD.Charles Mix County
Clark County,SD,3659,170000,46.46,USA.SD.Clark County
Clay County,SD,13964,610000,43.68,USA.SD.Clay County
Codington County,SD,27939,2240000,80.17,USA.SD.Codington County
Corson County,SD,4197,210000,50.04,USA.SD.Corson County
Custer County,SD,8446,460000,54.46,USA.SD.Custer County
Davison County,SD,19858,1150000,57.91,USA.SD.Davison County
Day County,SD,5539,190000,34.3,USA.SD.Day County
Deuel County,SD,4333,180000,41.54,USA.SD.Deuel County
Dewey County,SD,5685,200000,35.18,USA.SD.Dewey County
Douglas County,SD,2977,160000,53.75,USA.SD.Douglas County
Edmunds County,SD,3998,160000,40.01,USA.SD.Edmunds County
Fall River County,SD,6867,200000,29.12,USA.SD.Fall River County
Faulk County,SD,2336,100000,42.79,USA.SD.Faulk County
Grant County,SD,7142,240000,33.6,USA.SD.Grant County
Gregory County,SD,4201,140000,33.33,USA.SD.Gregory County
Haakon County,SD,1861,80000,42.99,USA.SD.Haakon County
Hamlin County,SD,6047,220000,36.38,USA.SD.Hamlin County
Hand County,SD,3348,130000,38.83,USA.SD.Hand County
Hanson County,SD,3385,180000,53.18,USA.SD.Hanson County
Harding County,SD,1267,70000,55.25,USA.SD.Harding County
Hughes County,SD,17555,1600000,91.14,USA.SD.Hughes County
Hutchinson County,SD,7301,240000,32.87,USA.SD.Hutchinson County
Hyde County,SD,1396,50000,35.79,USA.SD.Hyde County
Jackson County,SD,3321,140000,42.16,USA.SD.Jackson County
Jerauld County,SD,1997,60000,30.05,USA.SD.Jerauld County
Jones County,SD,924,30000,32.47,USA.SD.Jones County
Kingsbury County,SD,4990,150000,30.06,USA.SD.Kingsbury County
Lake County,SD,12622,300000,23.77,USA.SD.Lake County
Lawrence County,SD,24827,470000,18.93,USA.SD.Lawrence County
Lincoln County,SD,52849,2800000,52.98,USA.SD.Lincoln County
Lyman County,SD,3876,140000,36.12,USA.SD.Lyman County
McCook County,SD,5599,210000,37.51,USA.SD.McCook County
McPherson County,SD,2415,90000,37.27,USA.SD.McPherson County
Marshall County,SD,4769,200000,41.94,USA.SD.Marshall County
Meade County,SD,26986,1080000,40.02,USA.SD.Meade County
Mellette County,SD,2050,90000,43.9,USA.SD.Mellette County
Miner County,SD,2235,90000,40.25,USA.SD.Miner County
Minnehaha County,SD,207485,11790000,56.82,USA.SD.Minnehaha County
Moody County,SD,6430,240000,37.33,USA.SD.Moody County
Oglala Lakota County,SD,14373,590000,41.05,USA.SD.Oglala Lakota County
Pennington County,SD,108702,6370000,58.6,USA.SD.Pennington County
Perkins County,SD,3018,110000,36.44,USA.SD.Perkins County
Potter County,SD,2320,50000,21.55,USA.SD.Potter County
Roberts County,SD,10311,410000,39.76,USA.SD.Roberts County
Sanborn County,SD,2355,100000,42.46,USA.SD.Sanborn County
Spink County,SD,6524,230000,35.25,USA.SD.Spink County
Stanley County,SD,2953,70000,23.7,USA.SD.Stanley County
Sully County,SD,1426,110000,77.14,USA.SD.Sully County
Todd County,SD,9959,460000,46.19,USA.SD.Todd County
Tripp County,SD,5434,200000,36.81,USA.SD.Tripp County
Turner County,SD,8209,300000,36.55,USA.SD.Turner County
Union County,SD,14909,410000,27.5,USA.SD.Union County
Walworth County,SD,5443,140000,25.72,USA.SD.Walworth County
Yankton County,SD,22702,580000,25.55,USA.SD.Yankton County
Ziebach County,SD,2803,180000,64.22,USA.SD.Ziebach County
Anderson County,TN,75749,5750000,75.91,USA.TN.Anderson County
Bedford County,TN,47183,3750000,79.48,USA.TN.Bedford County
Benton County,TN,16129,800000,49.6,USA.TN.Benton County
Bledsoe County,TN,14502,380000,26.2,USA.TN.Bledsoe County
Blount County,TN,127252,9040000,71.04,USA.TN.Blount County
Bradley County,TN,104091,7650000,73.49,USA.TN.Bradley County
Campbell County,TN,39751,2860000,71.95,USA.TN.Campbell County
Cannon County,TN,13840,730000,52.75,USA.TN.Cannon County
Carroll County,TN,27910,1350000,48.37,USA.TN.Carroll County
Carter County,TN,56486,3390000,60.01,USA.TN.Carter County
Cheatham County,TN,39741,3050000,76.75,USA.TN.Cheatham County
Chester County,TN,17471,710000,40.64,USA.TN.Chester County
Claiborne County,TN,31709,1850000,58.34,USA.TN.Claiborne County
Clay County,TN,7771,590000,75.92,USA.TN.Clay County
Cocke County,TN,35162,1710000,48.63,USA.TN.Cocke County
Coffee County,TN,54277,3910000,72.04,USA.TN.Coffee County
Crockett County,TN,14601,1050000,71.91,USA.TN.Crockett County
Cumberland County,TN,58229,4580000,78.65,USA.TN.Cumberland County
Davidson County,TN,678888,54820000,80.75,USA.TN.Davidson County
Decatur County,TN,11660,900000,77.19,USA.TN.Decatur County
DeKalb County,TN,19182,1510000,78.72,USA.TN.DeKalb County
Dickson County,TN,51486,3820000,74.19,USA.TN.Dickson County
Dyer County,TN,37893,2950000,77.85,USA.TN.Dyer County
Fayette County,TN,39165,1480000,37.79,USA.TN.Fayette County
Fentress County,TN,17917,1320000,73.67,USA.TN.Fentress County
Franklin County,TN,41449,3330000,80.34,USA.TN.Franklin County
Gibson County,TN,49398,3110000,62.96,USA.TN.Gibson County
Giles County,TN,28945,2190000,75.66,USA.TN.Giles County
Grainger County,TN,22846,840000,36.77,USA.TN.Grainger County
Greene County,TN,68580,5420000,79.03,USA.TN.Greene County
Grundy County,TN,13440,1090000,81.1,USA.TN.Grundy County
Hamblen County,TN,63402,5080000,80.12,USA.TN.Hamblen County
Hamilton County,TN,354098,28440000,80.32,USA.TN.Hamilton County
Hancock County,TN,6572,180000,27.39,USA.TN.Hancock County
Hardeman County,TN,25706,1110000,43.18,USA.TN.Hardeman County
Hardin County,TN,25756,2009999,78.04,USA.TN.Hardin County
Hawkins County,TN,56471,2870000,50.82,USA.TN.Hawkins County
Haywood County,TN,18023,1130000,62.7,USA.TN.Haywood County
Henderson County,TN,28015,2250000,80.31,USA.TN.Henderson County
Henry County,TN,32147,1490000,46.35,USA.TN.Henry County
Hickman County,TN,24363,1450000,59.52,USA.TN.Hickman County
Houston County,TN,8148,570000,69.95,USA.TN.Houston County
Humphreys County,TN,18135,860000,47.42,USA.TN.Humphreys County
Jackson County,TN,11509,490000,42.58,USA.TN.Jackson County
Jefferson County,TN,53240,3100000,58.23,USA.TN.Jefferson County
Johnson County,TN,17830,860000,48.23,USA.TN.Johnson County
Knox County,TN,451324,36260000,80.34,USA.TN.Knox County
Lake County,TN,7576,390000,51.48,USA.TN.Lake County
Lauderdale County,TN,26936,2160000,80.19,USA.TN.Lauderdale County
Lawrence County,TN,42563,2820000,66.25,USA.TN.Lawrence County
Lewis County,TN,11854,740000,62.43,USA.TN.Lewis County
Lincoln County,TN,33743,2520000,74.68,USA.TN.Lincoln County
Loudon County,TN,51130,3640000,71.19,USA.TN.Loudon County
McMinn County,TN,52638,3040000,57.75,USA.TN.McMinn County
McNairy County,TN,26066,1890000,72.51,USA.TN.McNairy County
Macon County,TN,23177,1600000,69.03,USA.TN.Macon County
Madison County,TN,97610,6890000,70.59,USA.TN.Madison County
Marion County,TN,28487,1990000,69.86,USA.TN.Marion County
Marshall County,TN,31552,1980000,62.75,USA.TN.Marshall County
Maury County,TN,87757,6820000,77.71,USA.TN.Maury County
Meigs County,TN,11830,470000,39.73,USA.TN.Meigs County
Monroe County,TN,45771,2780000,60.74,USA.TN.Monroe County
Montgomery County,TN,193479,15400000,79.6,USA.TN.Montgomery County
Moore County,TN,6322,290000,45.87,USA.TN.Moore County
Morgan County,TN,21498,1010000,46.98,USA.TN.Morgan County
Obion County,TN,30639,2470000,80.62,USA.TN.Obion County
Overton County,TN,22129,1780000,80.44,USA.TN.Overton County
Perry County,TN,7928,580000,73.15,USA.TN.Perry County
Pickett County,TN,5146,370000,71.9,USA.TN.Pickett County
Polk County,TN,16773,460000,27.43,USA.TN.Polk County
Putnam County,TN,74553,5910000,79.27,USA.TN.Putnam County
Rhea County,TN,32525,2610000,80.24,USA.TN.Rhea County
Roane County,TN,52753,4080000,77.34,USA.TN.Roane County
Robertson County,TN,68570,3490000,50.9,USA.TN.Robertson County
Rutherford County,TN,298612,20790000,69.62,USA.TN.Rutherford County
Scott County,TN,21950,1730000,78.82,USA.TN.Scott County
Sequatchie County,TN,14811,610000,41.19,USA.TN.Sequatchie County
Sevier County,TN,95946,4490000,46.8,USA.TN.Sevier County
Shelby County,TN,938069,75760000,80.76,USA.TN.Shelby County
Smith County,TN,19295,1400000,72.56,USA.TN.Smith County
Stewart County,TN,13259,620000,46.76,USA.TN.Stewart County
Sullivan County,TN,156791,12610000,80.43,USA.TN.Sullivan County
Sumner County,TN,175989,14140000,80.35,USA.TN.Sumner County
Tipton County,TN,61870,4850000,78.39,USA.TN.Tipton County
Trousdale County,TN,8042,560000,69.63,USA.TN.Trousdale County
Unicoi County,TN,17860,1300000,72.79,USA.TN.Unicoi County
Union County,TN,19119,820000,42.89,USA.TN.Union County
Van Buren County,TN,5677,450000,79.27,USA.TN.Van Buren County
Warren County,TN,40435,3230000,79.88,USA.TN.Warren County
Washington County,TN,126302,9560000,75.69,USA.TN.Washington County
Wayne County,TN,16748,840000,50.16,USA.TN.Wayne County
Weakley County,TN,33960,1570000,46.23,USA.TN.Weakley County
White County,TN,26521,2009999,75.79,USA.TN.White County
Williamson County,TN,211672,16930000,79.98,USA.TN.Williamson County
Wilson County,TN,128911,9970000,77.34,USA.TN.Wilson County
Anderson County,TX,57580,2750000,47.76,USA.TX.Anderson County
Andrews County,TX,18105,1380000,76.22,USA.TX.Andrews County
Angelina County,TX,88255,5450000,61.75,USA.TX.Angelina County
Aransas County,TX,25350,1710000,67.46,USA.TX.Aransas County
Archer County,TX,8715,550000,63.11,USA.TX.Archer County
Armstrong County,TX,1946,130000,66.77,USA.TX.Armstrong County
Atascosa County,TX,48435,3800000,78.46,USA.TX.Atascosa County
Austin County,TX,29563,1490000,50.4,USA.TX.Austin County
Bailey County,TX,7210,570000,79.06,USA.TX.Bailey County
Bandera County,TX,21269,740000,34.79,USA.TX.Bandera County
Bastrop County,TX,80527,5500000,68.3,USA.TX.Bastrop County
Baylor County,TX,3618,350000,96.74,USA.TX.Baylor County
Bee County,TX,32874,1360000,41.37,USA.TX.Bee County
Bell County,TX,334941,27080000,80.85,USA.TX.Bell County
Bexar County,TX,1897753,142300000,74.98,USA.TX.Bexar County
Blanco County,TX,11004,570000,51.8,USA.TX.Blanco County
Borden County,TX,648,30000,46.3,USA.TX.Borden County
Bosque County,TX,17891,1160000,64.84,USA.TX.Bosque County
Bowie County,TX,93389,8770000,93.91,USA.TX.Bowie County
Brazoria County,TX,346311,21380000,61.74,USA.TX.Brazoria County
Brazos County,TX,215037,17060000,79.34,USA.TX.Brazos County
Brewster County,TX,9145,590000,64.52,USA.TX.Brewster County
Briscoe County,TX,1505,120000,79.73,USA.TX.Briscoe County
Brooks County,TX,7230,590000,81.6,USA.TX.Brooks County
Brown County,TX,37896,2920000,77.05,USA.TX.Brown County
Burleson County,TX,17460,950000,54.41,USA.TX.Burleson County
Burnet County,TX,45463,3450000,75.89,USA.TX.Burnet County
Caldwell County,TX,40522,2470000,60.95,USA.TX.Caldwell County
Calhoun County,TX,21895,1790000,81.75,USA.TX.Calhoun County
Callahan County,TX,13557,980000,72.29,USA.TX.Callahan County
Cameron County,TX,422156,33020000,78.22,USA.TX.Cameron County
Camp County,TX,12682,1590000,125.37,USA.TX.Camp County
Carson County,TX,5968,580000,97.17,USA.TX.Carson County
Cass County,TX,30313,2910000,96,USA.TX.Cass County
Castro County,TX,7656,940000,122.78,USA.TX.Castro County
Chambers County,TX,38863,1980000,50.95,USA.TX.Chambers County
Cherokee County,TX,51542,3080000,59.76,USA.TX.Cherokee County
Childress County,TX,7087,800000,112.87,USA.TX.Childress County
Clay County,TX,10360,620000,59.85,USA.TX.Clay County
Cochran County,TX,2953,290000,98.21,USA.TX.Cochran County
Coke County,TX,3238,230000,71.03,USA.TX.Coke County
Coleman County,TX,8338,860000,103.14,USA.TX.Coleman County
Collin County,TX,914127,83620000,91.48,USA.TX.Collin County
Collingsworth County,TX,3043,310000,101.84,USA.TX.Collingsworth County
Colorado County,TX,20870,1220000,58.46,USA.TX.Colorado County
Comal County,TX,129048,10540000,81.68,USA.TX.Comal County
Comanche County,TX,13430,820000,61.06,USA.TX.Comanche County
Concho County,TX,4081,390000,95.56,USA.TX.Concho County
Cooke County,TX,39229,3140000,80.04,USA.TX.Cooke County
Coryell County,TX,75503,5680000,75.23,USA.TX.Coryell County
Cottle County,TX,1426,120000,84.15,USA.TX.Cottle County
Crane County,TX,5048,450000,89.14,USA.TX.Crane County
Crockett County,TX,3710,330000,88.95,USA.TX.Crockett County
Crosby County,TX,5977,480000,80.31,USA.TX.Crosby County
Culberson County,TX,2235,480000,214.67,USA.TX.Culberson County
Dallam County,TX,7121,780000,109.54,USA.TX.Dallam County
Dallas County,TX,2553385,221070000,86.58,USA.TX.Dallas County
Dawson County,TX,13520,920000,68.05,USA.TX.Dawson County
Deaf Smith County,TX,18952,1300000,68.59,USA.TX.Deaf Smith County
Delta County,TX,5217,330000,63.25,USA.TX.Delta County
Denton County,TX,780612,69150000,88.58,USA.TX.Denton County
DeWitt County,TX,20796,1370000,65.87,USA.TX.DeWitt County
Dickens County,TX,2206,120000,54.4,USA.TX.Dickens County
Dimmit County,TX,10980,960000,87.43,USA.TX.Dimmit County
Donley County,TX,3498,210000,60.02,USA.TX.Donley County
Duval County,TX,11388,900000,79.03,USA.TX.Duval County
Eastland County,TX,18171,1210000,66.59,USA.TX.Eastland County
Ector County,TX,159436,11680000,73.26,USA.TX.Ector County
Edwards County,TX,1894,150000,79.2,USA.TX.Edwards County
Ellis County,TX,163632,13740000,83.97,USA.TX.Ellis County
El Paso County,TX,835593,67190000,80.41,USA.TX.El Paso County
Erath County,TX,41122,2670000,64.93,USA.TX.Erath County
Falls County,TX,17142,1040000,60.67,USA.TX.Falls County
Fannin County,TX,33693,2200000,65.3,USA.TX.Fannin County
Fayette County,TX,25110,1700000,67.7,USA.TX.Fayette County
Fisher County,TX,3827,290000,75.78,USA.TX.Fisher County
Floyd County,TX,5901,540000,91.51,USA.TX.Floyd County
Foard County,TX,1220,150000,122.95,USA.TX.Foard County
Fort Bend County,TX,716087,60160000,84.01,USA.TX.Fort Bend County
Franklin County,TX,10651,810000,76.05,USA.TX.Franklin County
Freestone County,TX,19691,1250000,63.48,USA.TX.Freestone County
Frio County,TX,18793,1400000,74.5,USA.TX.Frio County
Gaines County,TX,20051,1270000,63.34,USA.TX.Gaines County
Galveston County,TX,322225,31370000,97.35,USA.TX.Galveston County
Garza County,TX,6415,620000,96.65,USA.TX.Garza County
Gillespie County,TX,25963,1550000,59.7,USA.TX.Gillespie County
Glasscock County,TX,1315,30000,22.81,USA.TX.Glasscock County
Goliad County,TX,7531,390000,51.79,USA.TX.Goliad County
Gonzales County,TX,20573,1790000,87.01,USA.TX.Gonzales County
Gray County,TX,23210,1680000,72.38,USA.TX.Gray County
Grayson County,TX,125467,9120000,72.69,USA.TX.Grayson County
Gregg County,TX,124107,9690000,78.08,USA.TX.Gregg County
Grimes County,TX,27511,1670000,60.7,USA.TX.Grimes County
Guadalupe County,TX,151249,10630000,70.28,USA.TX.Guadalupe County
Hale County,TX,34360,2200000,64.03,USA.TX.Hale County
Hall County,TX,3138,300000,95.6,USA.TX.Hall County
Hamilton County,TX,8158,440000,53.93,USA.TX.Hamilton County
Hansford County,TX,5610,740000,131.91,USA.TX.Hansford County
Hardeman County,TX,3840,260000,67.71,USA.TX.Hardeman County
Hardin County,TX,55865,3470000,62.11,USA.TX.Hardin County
Harris County,TX,4538028,314440000,69.29,USA.TX.Harris County
Harrison County,TX,66746,4450000,66.67,USA.TX.Harrison County
Hartley County,TX,6193,530000,85.58,USA.TX.Hartley County
Haskell County,TX,5737,700000,122.01,USA.TX.Haskell County
Hays County,TX,194739,13420000,68.91,USA.TX.Hays County
Hemphill County,TX,4263,300000,70.36,USA.TX.Hemphill County
Henderson County,TX,79545,4980000,62.61,USA.TX.Henderson County
Hidalgo County,TX,842304,75770000,89.96,USA.TX.Hidalgo County
Hill County,TX,34855,2340000,67.14,USA.TX.Hill County
Hockley County,TX,23433,1650000,70.41,USA.TX.Hockley County
Hood County,TX,55423,4090000,73.8,USA.TX.Hood County
Hopkins County,TX,36223,2470000,68.19,USA.TX.Hopkins County
Houston County,TX,22785,1850000,81.19,USA.TX.Houston County
Howard County,TX,37205,3550000,95.41,USA.TX.Howard County
Hudspeth County,TX,3378,1040000,307.78,USA.TX.Hudspeth County
Hunt County,TX,89844,5890000,65.56,USA.TX.Hunt County
Hutchinson County,TX,21734,2200000,101.22,USA.TX.Hutchinson County
Irion County,TX,1554,100000,64.35,USA.TX.Irion County
Jack County,TX,8878,630000,70.96,USA.TX.Jack County
Jackson County,TX,14815,820000,55.35,USA.TX.Jackson County
Jasper County,TX,35506,2120000,59.71,USA.TX.Jasper County
Jeff Davis County,TX,2156,100000,46.38,USA.TX.Jeff Davis County
Jefferson County,TX,254308,25230000,99.21,USA.TX.Jefferson County
Jim Hogg County,TX,5200,350000,67.31,USA.TX.Jim Hogg County
Jim Wells County,TX,41382,2640000,63.8,USA.TX.Jim Wells County
Johnson County,TX,159990,12520000,78.25,USA.TX.Johnson County
Jones County,TX,19970,1100000,55.08,USA.TX.Jones County
Karnes County,TX,14975,1050000,70.12,USA.TX.Karnes County
Kaufman County,TX,114690,8199999,71.5,USA.TX.Kaufman County
Kendall County,TX,40384,2120000,52.5,USA.TX.Kendall County
Kenedy County,TX,407,40000,98.28,USA.TX.Kenedy County
Kent County,TX,764,50000,65.45,USA.TX.Kent County
Kerr County,TX,50955,2930000,57.5,USA.TX.Kerr County
Kimble County,TX,4388,280000,63.81,USA.TX.Kimble County
King County,TX,282,20000,70.92,USA.TX.King County
Kinney County,TX,3549,310000,87.35,USA.TX.Kinney County
Kleberg County,TX,31857,2390000,75.02,USA.TX.Kleberg County
Knox County,TX,3860,270000,69.95,USA.TX.Knox County
Lamar County,TX,49440,3190000,64.52,USA.TX.Lamar County
Lamb County,TX,13385,1160000,86.66,USA.TX.Lamb County
Lampasas County,TX,20588,1540000,74.8,USA.TX.Lampasas County
La Salle County,TX,7631,960000,125.8,USA.TX.La Salle County
Lavaca County,TX,19836,1110000,55.96,USA.TX.Lavaca County
Lee County,TX,16898,1130000,66.87,USA.TX.Lee County
Leon County,TX,17086,1000000,58.53,USA.TX.Leon County
Liberty County,TX,79654,4580000,57.5,USA.TX.Liberty County
Limestone County,TX,23320,1210000,51.89,USA.TX.Limestone County
Lipscomb County,TX,3569,290000,81.26,USA.TX.Lipscomb County
Live Oak County,TX,12229,990000,80.96,USA.TX.Live Oak County
Llano County,TX,19796,1370000,69.21,USA.TX.Llano County
Loving County,TX,111,10000,89.29,USA.TX.Loving County
Lubbock County,TX,299453,19650000,65.62,USA.TX.Lubbock County
Lynn County,TX,5724,440000,76.87,USA.TX.Lynn County
McCulloch County,TX,8341,890000,106.7,USA.TX.McCulloch County
McLennan County,TX,245671,20010000,81.45,USA.TX.McLennan County
McMullen County,TX,820,90000,109.76,USA.TX.McMullen County
Madison County,TX,14065,530000,37.68,USA.TX.Madison County
Marion County,TX,10160,860000,84.65,USA.TX.Marion County
Martin County,TX,5641,360000,63.82,USA.TX.Martin County
Mason County,TX,4032,290000,71.92,USA.TX.Mason County
Matagorda County,TX,36770,2340000,63.64,USA.TX.Matagorda County
Maverick County,TX,57706,3830000,66.37,USA.TX.Maverick County
Medina County,TX,48417,3320000,68.57,USA.TX.Medina County
Menard County,TX,2164,160000,73.94,USA.TX.Menard County
Midland County,TX,161077,14190000,88.09,USA.TX.Midland County
Milam County,TX,24513,1640000,66.9,USA.TX.Milam County
Mills County,TX,4900,310000,63.27,USA.TX.Mills County
Mitchell County,TX,9067,650000,71.69,USA.TX.Mitchell County
Montague County,TX,19262,1120000,58.15,USA.TX.Montague County
Montgomery County,TX,537559,45310000,84.29,USA.TX.Montgomery County
Moore County,TX,22255,1780000,79.98,USA.TX.Moore County
Morris County,TX,12515,1070000,85.49,USA.TX.Morris County
Motley County,TX,1148,90000,78.4,USA.TX.Motley County
Nacogdoches County,TX,65664,4530000,68.99,USA.TX.Nacogdoches County
Navarro County,TX,48323,3250000,67.26,USA.TX.Navarro County
Newton County,TX,13985,650000,46.48,USA.TX.Newton County
Nolan County,TX,15107,900000,59.58,USA.TX.Nolan County
Nueces County,TX,359715,22590000,62.8,USA.TX.Nueces County
Ochiltree County,TX,10747,1110000,103.28,USA.TX.Ochiltree County
Oldham County,TX,2069,120000,58,USA.TX.Oldham County
Orange County,TX,84260,6950000,82.48,USA.TX.Orange County
Palo Pinto County,TX,27895,1830000,65.6,USA.TX.Palo Pinto County
Panola County,TX,23766,1040000,43.76,USA.TX.Panola County
Parker County,TX,126042,7880000,62.52,USA.TX.Parker County
Parmer County,TX,9749,720000,73.85,USA.TX.Parmer County
Pecos County,TX,16203,1970000,121.58,USA.TX.Pecos County
Polk County,TX,46972,3570000,76,USA.TX.Polk County
Potter County,TX,121802,11040000,90.64,USA.TX.Potter County
Presidio County,TX,6876,570000,82.9,USA.TX.Presidio County
Rains County,TX,11161,660000,59.13,USA.TX.Rains County
Randall County,TX,130269,9590000,73.62,USA.TX.Randall County
Reagan County,TX,3792,260000,68.57,USA.TX.Reagan County
Real County,TX,3307,130000,39.31,USA.TX.Real County
Red River County,TX,12455,1030000,82.7,USA.TX.Red River County
Reeves County,TX,14732,1200000,81.46,USA.TX.Reeves County
Refugio County,TX,7289,560000,76.83,USA.TX.Refugio County
Roberts County,TX,915,150000,163.76,USA.TX.Roberts County
Robertson County,TX,16659,1190000,71.43,USA.TX.Robertson County
Rockwall County,TX,90861,9430000,103.78,USA.TX.Rockwall County
Runnels County,TX,10550,680000,64.45,USA.TX.Runnels County
Rusk County,TX,53070,2890000,54.46,USA.TX.Rusk County
Sabine County,TX,10368,360000,34.72,USA.TX.Sabine County
San Augustine County,TX,8472,320000,37.77,USA.TX.San Augustine County
San Jacinto County,TX,27413,1520000,55.45,USA.TX.San Jacinto County
San Patricio County,TX,67357,6090000,90.41,USA.TX.San Patricio County
San Saba County,TX,5901,510000,86.43,USA.TX.San Saba County
Schleicher County,TX,3211,370000,115.23,USA.TX.Schleicher County
Scurry County,TX,17615,1310000,74.37,USA.TX.Scurry County
Shackelford County,TX,3350,250000,74.63,USA.TX.Shackelford County
Shelby County,TX,25401,1280000,50.39,USA.TX.Shelby County
Sherman County,TX,3072,350000,113.93,USA.TX.Sherman County
Smith County,TX,222935,21540000,96.62,USA.TX.Smith County
Somervell County,TX,8738,410000,46.92,USA.TX.Somervell County
Starr County,TX,63795,4300000,67.4,USA.TX.Starr County
Stephens County,TX,9440,690000,73.09,USA.TX.Stephens County
Sterling County,TX,1351,120000,88.76,USA.TX.Sterling County
Stonewall County,TX,1410,100000,70.92,USA.TX.Stonewall County
Sutton County,TX,3913,320000,81.78,USA.TX.Sutton County
Swisher County,TX,7532,450000,59.74,USA.TX.Swisher County
Tarrant County,TX,1982497,162160000,81.8,USA.TX.Tarrant County
Taylor County,TX,136051,9390000,69.02,USA.TX.Taylor County
Terrell County,TX,837,80000,95.58,USA.TX.Terrell County
Terry County,TX,12739,1240000,97.34,USA.TX.Terry County
Throckmorton County,TX,1579,120000,76,USA.TX.Throckmorton County
Titus County,TX,32623,2240000,68.66,USA.TX.Titus County
Tom Green County,TX,118105,7180000,60.79,USA.TX.Tom Green County
Travis County,TX,1176558,82060000,69.75,USA.TX.Travis County
Trinity County,TX,14402,820000,56.94,USA.TX.Trinity County
Tyler County,TX,21346,1030000,48.25,USA.TX.Tyler County
Upshur County,TX,40603,2870000,70.68,USA.TX.Upshur County
Upton County,TX,3651,420000,115.04,USA.TX.Upton County
Uvalde County,TX,27245,2089999,76.71,USA.TX.Uvalde County
Val Verde County,TX,48988,4640000,94.72,USA.TX.Val Verde County
Van Zandt County,TX,53547,3000000,56.03,USA.TX.Van Zandt County
Victoria County,TX,92382,6640000,71.88,USA.TX.Victoria County
Walker County,TX,70699,5280000,74.68,USA.TX.Walker County
Waller County,TX,48656,3490000,71.73,USA.TX.Waller County
Ward County,TX,11720,1510000,128.83,USA.TX.Ward County
Washington County,TX,34765,2040000,58.68,USA.TX.Washington County
Webb County,TX,269721,18580000,68.89,USA.TX.Webb County
Wharton County,TX,41486,2450000,59.06,USA.TX.Wharton County
Wheeler County,TX,5657,870000,153.79,USA.TX.Wheeler County
Wichita County,TX,131705,10360000,78.66,USA.TX.Wichita County
Wilbarger County,TX,13027,850000,65.25,USA.TX.Wilbarger County
Willacy County,TX,21903,1590000,72.59,USA.TX.Willacy County
Williamson County,TX,508514,45540000,89.56,USA.TX.Williamson County
Wilson County,TX,47520,4160000,87.54,USA.TX.Wilson County
Winkler County,TX,8005,1030000,128.67,USA.TX.Winkler County
Wise County,TX,62953,3690000,58.62,USA.TX.Wise County
Wood County,TX,43356,3320000,76.58,USA.TX.Wood County
Yoakum County,TX,8546,600000,70.21,USA.TX.Yoakum County
Young County,TX,18270,1140000,62.4,USA.TX.Young County
Zapata County,TX,14374,1050000,73.05,USA.TX.Zapata County
Zavala County,TX,12235,890000,72.74,USA.TX.Zavala County
Beaver County,UT,6354,1030000,162.1,USA.UT.Beaver County
Box Elder County,UT,52097,9400000,180.43,USA.UT.Box Elder County
Cache County,UT,120782,18700000,154.82,USA.UT.Cache County
Carbon County,UT,20479,3290000,160.65,USA.UT.Carbon County
Daggett County,UT,1109,410000,369.7,USA.UT.Daggett County
Davis County,UT,336043,96990000,288.62,USA.UT.Davis County
Duchesne County,UT,20862,2680000,128.46,USA.UT.Duchesne County
Emery County,UT,10370,4710000,454.19,USA.UT.Emery County
Garfield County,UT,5008,1560000,311.44,USA.UT.Garfield County
Grand County,UT,9516,2069999,217.53,USA.UT.Grand County
Iron County,UT,48368,7190000,148.65,USA.UT.Iron County
Juab County,UT,10594,2300000,217.1,USA.UT.Juab County
Kane County,UT,7131,1640000,229.98,USA.UT.Kane County
Millard County,UT,12645,2640000,208.78,USA.UT.Millard County
Morgan County,UT,11065,1080000,97.61,USA.UT.Morgan County
Piute County,UT,1517,570000,375.74,USA.UT.Piute County
Rich County,UT,2311,1640000,709.65,USA.UT.Rich County
Salt Lake County,UT,1107313,140740000,127.1,USA.UT.Salt Lake County
San Juan County,UT,15772,920000,58.33,USA.UT.San Juan County
Sanpete County,UT,28778,4070000,141.43,USA.UT.Sanpete County
Sevier County,UT,20984,4080000,194.43,USA.UT.Sevier County
Summit County,UT,39633,6050000,152.65,USA.UT.Summit County
Tooele County,UT,62952,9450000,150.11,USA.UT.Tooele County
Uintah County,UT,37928,5820000,153.45,USA.UT.Uintah County
Utah County,UT,575205,76990000,133.85,USA.UT.Utah County
