,county,gal_per_capita,groundwater_per_day,state,value,id
47119,Maury County,77.71,6820000,TN,87757,USA.TN.Maury County
47121,Meigs County,39.73,470000,TN,11830,USA.TN.Meigs County
47123,Monroe County,60.74,2780000,TN,45771,USA.TN.Monroe County
47125,Montgomery County,79.6,15400000,TN,193479,USA.TN.Montgomery County
47127,Moore County,45.87,290000,TN,6322,USA.TN.Moore County
47129,Morgan County,46.98,1010000,TN,21498,USA.TN.Morgan County
47131,Obion County,80.62,2470000,TN,30639,USA.TN.Obion County
47133,Overton County,80.44,1780000,TN,22129,USA.TN.Overton County
47135,Perry County,73.15,580000,TN,7928,USA.TN.Perry County
47137,Pickett County,71.9,370000,TN,5146,USA.TN.Pickett County
47139,Polk County,27.43,460000,TN,16773,USA.TN.Polk County
47141,Putnam County,79.27,5910000,TN,74553,USA.TN.Putnam County
47143,Rhea County,80.24,2610000,TN,32525,USA.TN.Rhea County
47145,Roane County,77.34,4080000,TN,52753,USA.TN.Roane County
47147,Robertson County,50.9,3490000,TN,68570,USA.TN.Robertson County
47149,Rutherford County,69.62,20790000,TN,298612,USA.TN.Rutherford County
47151,Scott County,78.82,1730000,TN,21950,USA.TN.Scott County
47153,Sequatchie County,41.19,610000,TN,14811,USA.TN.Sequatchie County
47155,Sevier County,46.8,4490000,TN,95946,USA.TN.Sevier County
47157,Shelby County,80.76,75760000,TN,938069,USA.TN.Shelby County
47159,Smith County,72.56,1400000,TN,19295,USA.TN.Smith County
47161,Stewart County,46.76,620000,TN,13259,USA.TN.Stewart County
47163,Sullivan County,80.43,12610000,TN,156791,USA.TN.Sullivan County
47165,Sumner County,80.35,14140000,TN,175989,USA.TN.Sumner County
47167,Tipton County,78.39,4850000,TN,61870,USA.TN.Tipton County
47169,Trousdale County,69.63,560000,TN,8042,USA.TN.Trousdale County
47171,Unicoi County,72.79,1300000,TN,17860,USA.TN.Unicoi County
47173,Union County,42.89,820000,TN,19119,USA.TN.Union County
47175,Van Buren County,79.27,450000,TN,5677,USA.TN.Van Buren County
47177,Warren County,79.88,3230000,TN,40435,USA.TN.Warren County
47179,Washington County,75.69,9560000,TN,126302,USA.TN.Washington County
47181,Wayne County,50.16,840000,TN,16748,USA.TN.Wayne County
47183,Weakley County,46.23,1570000,TN,33960,USA.TN.Weakley County
47185,White County,75.79,2009999,TN,26521,USA.TN.White County
47187,Williamson County,79.98,16930000,TN,211672,USA.TN.Williamson County
47189,Wilson County,77.34,9970000,TN,128911,USA.TN.Wilson County
48001,Anderson County,47.76,2750000,TX,57580,USA.TX.Anderson County
48003,Andrews County,76.22,1380000,TX,18105,USA.TX.Andrews County
48005,Angelina County,61.75,5450000,TX,88255,USA.TX.Angelina County
48007,Aransas County,67.46,1710000,TX,25350,USA.TX.Aransas County
48009,Archer County,63.11,550000,TX,8715,USA.TX.Archer County
48011,Armstrong County,66.77,130000,TX,1946,USA.TX.Armstrong County
48013,Atascosa County,78.46,3800000,TX,48435,USA.TX.Atascosa County
48015,Austin County,50.4,1490000,TX,29563,USA.TX.Austin County
48017,Bailey County,79.06,570000,TX,7210,USA.TX.Bailey County
48019,Bandera County,34.79,740000,TX,21269,USA.TX.Bandera County
48021,Bastrop County,68.3,5500000,TX,80527,USA.TX.Bastrop County
48023,Baylor County,96.74,350000,TX,3618,USA.TX.Baylor County
48025,Bee County,41.37,1360000,TX,32874,USA.TX.Bee County
48027,Bell County,80.85,27080000,TX,334941,USA.TX.Bell County
48029,Bexar County,74.98,142300000,TX,1897753,USA.TX.Bexar County
48031,Blanco County,51.8,570000,TX,11004,USA.TX.Blanco County
48033,Borden County,46.3,30000,TX,648,USA.TX.Borden County
48035,Bosque County,64.84,1160000,TX,17891,USA.TX.Bosque County
48037,Bowie County,93.91,8770000,TX,93389,USA.TX.Bowie County
48039,Brazoria County,61.74,21380000,TX,346311,USA.TX.Brazoria County
48041,Brazos County,79.34,17060000,TX,215037,USA.TX.Brazos County
48043,Brewster County,64.52,590000,TX,9145,USA.TX.Brewster County
48045,Briscoe County,79.73,120000,TX,1505,USA.TX.Briscoe County
48047,Brooks County,81.6,590000,TX,7230,USA.TX.Brooks County
48049,Brown County,77.05,2920000,TX,37896,USA.TX.Brown County
48051,Burleson County,54.41,950000,TX,17460,USA.TX.Burleson County
48053,Burnet County,75.89,3450000,TX,45463,USA.TX.Burnet County
48055,Caldwell County,60.95,2470000,TX,40522,USA.TX.Caldwell County
48057,Calhoun County,81.75,1790000,TX,21895,USA.TX.Calhoun County
48059,Callahan County,72.29,980000,TX,13557,USA.TX.Callahan County
48061,Cameron County,78.22,33020000,TX,422156,USA.TX.Cameron County
48063,Camp County,125.37,1590000,TX,12682,USA.TX.Camp County
48065,Carson County,97.17,580000,TX,5968,USA.TX.Carson County
48067,Cass County,96,2910000,TX,30313,USA.TX.Cass County
48069,Castro County,122.78,940000,TX,7656,USA.TX.Castro County
48071,Chambers County,50.95,1980000,TX,38863,USA.TX.Chambers County
48073,Cherokee County,59.76,3080000,TX,51542,USA.TX.Cherokee County
48075,Childress County,112.87,800000,TX,7087,USA.TX.Childress County
48077,Clay County,59.85,620000,TX,10360,USA.TX.Clay County
48079,Cochran County,98.21,290000,TX,2953,USA.TX.Cochran County
48081,Coke County,71.03,230000,TX,3238,USA.TX.Coke County
48083,Coleman County,103.14,860000,TX,8338,USA.TX.Coleman County
48085,Collin County,91.48,83620000,TX,914127,USA.TX.Collin County
48087,Collingsworth County,101.84,310000,TX,3043,USA.TX.Collingsworth County
48089,Colorado County,58.46,1220000,TX,20870,USA.TX.Colorado County
48091,Comal County,81.68,10540000,TX,129048,USA.TX.Comal County
48093,Comanche County,61.06,820000,TX,13430,USA.TX.Comanche County
48095,Concho County,95.56,390000,TX,4081,USA.TX.Concho County
48097,Cooke County,80.04,3140000,TX,39229,USA.TX.Cooke County
48099,Coryell County,75.23,5680000,TX,75503,USA.TX.Coryell County
48101,Cottle County,84.15,120000,TX,1426,USA.TX.Cottle County
48103,Crane County,89.14,450000,TX,5048,USA.TX.Crane County
48105,Crockett County,88.95,330000,TX,3710,USA.TX.Crockett County
48107,Crosby County,80.31,480000,TX,5977,USA.TX.Crosby County
48109,Culberson County,214.67,480000,TX,2235,USA.TX.Culberson County
48111,Dallam County,109.54,780000,TX,7121,USA.TX.Dallam County
48113,Dallas County,86.58,221070000,TX,2553385,USA.TX.Dallas County
48115,Dawson County,68.05,920000,TX,13520,USA.TX.Dawson County
48117,Deaf Smith County,68.59,1300000,TX,18952,USA.TX.Deaf Smith County
48119,Delta County,63.25,330000,TX,5217,USA.TX.Delta County
48121,Denton County,88.58,69150000,TX,780612,USA.TX.Denton County
48123,DeWitt County,65.87,1370000,TX,20796,USA.TX.DeWitt County
48125,Dickens County,54.4,120000,TX,2206,USA.TX.Dickens County
48127,Dimmit County,87.43,960000,TX,10980,USA.TX.Dimmit County
48129,Donley County,60.02,210000,TX,3498,USA.TX.Donley County
48131,Duval County,79.03,900000,TX,11388,USA.TX.Duval County
48133,Eastland County,66.59,1210000,TX,18171,USA.TX.Eastland County
48135,Ector County,73.26,11680000,TX,159436,USA.TX.Ector County
48137,Edwards County,79.2,150000,TX,1894,USA.TX.Edwards County
48139,Ellis County,83.97,13740000,TX,163632,USA.TX.Ellis County
48141,El Paso County,80.41,67190000,TX,835593,USA.TX.El Paso County
48143,Erath County,64.93,2670000,TX,41122,USA.TX.Erath County
48145,Falls County,60.67,1040000,TX,17142,USA.TX.Falls County
48147,Fannin County,65.3,2200000,TX,33693,USA.TX.Fannin County
48149,Fayette County,67.7,1700000,TX,25110,USA.TX.Fayette County
48151,Fisher County,75.78,290000,TX,3827,USA.TX.Fisher County
48153,Floyd County,91.51,540000,TX,5901,USA.TX.Floyd County
48155,Foard County,122.95,150000,TX,1220,USA.TX.Foard County
48157,Fort Bend County,84.01,60160000,TX,716087,USA.TX.Fort Bend County
48159,Franklin County,76.05,810000,TX,10651,USA.TX.Franklin County
48161,Freestone County,63.48,1250000,TX,19691,USA.TX.Freestone County
48163,Frio County,74.5,1400000,TX,18793,USA.TX.Frio County
48165,Gaines County,63.34,1270000,TX,20051,USA.TX.Gaines County
48167,Galveston County,97.35,31370000,TX,322225,USA.TX.Galveston County
48169,Garza County,96.65,620000,TX,6415,USA.TX.Garza County
48171,Gillespie County,59.7,1550000,TX,25963,USA.TX.Gillespie County
48173,Glasscock County,22.81,30000,TX,1315,USA.TX.Glasscock County
48175,Goliad County,51.79,390000,TX,7531,USA.TX.Goliad County
48177,Gonzales County,87.01,1790000,TX,20573,USA.TX.Gonzales County
48179,Gray County,72.38,1680000,TX,23210,USA.TX.Gray County
48181,Grayson County,72.69,9120000,TX,125467,USA.TX.Grayson County
48183,Gregg County,78.08,9690000,TX,124107,USA.TX.Gregg County
48185,Grimes County,60.7,1670000,TX,27511,USA.TX.Grimes County
48187,Guadalupe County,70.28,10630000,TX,151249,USA.TX.Guadalupe County
48189,Hale County,64.03,2200000,TX,34360,USA.TX.Hale County
48191,Hall County,95.6,300000,TX,3138,USA.TX.Hall County
48193,Hamilton County,53.93,440000,TX,8158,USA.TX.Hamilton County
48195,Hansford County,131.91,740000,TX,5610,USA.TX.Hansford County
48197,Hardeman County,67.71,260000,TX,3840,USA.TX.Hardeman County
48199,Hardin County,62.11,3470000,TX,55865,USA.TX.Hardin County
48201,Harris County,69.29,314440000,TX,4538028,USA.TX.Harris County
48203,Harrison County,66.67,4450000,TX,66746,USA.TX.Harrison County
48205,Hartley County,85.58,530000,TX,6193,USA.TX.Hartley County
48207,Haskell County,122.01,700000,TX,5737,USA.TX.Haskell County
48209,Hays County,68.91,13420000,TX,194739,USA.TX.Hays County
48211,Hemphill County,70.36,300000,TX,4263,USA.TX.Hemphill County
48213,Henderson County,62.61,4980000,TX,79545,USA.TX.Henderson County
48215,Hidalgo County,89.96,75770000,TX,842304,USA.TX.Hidalgo County
48217,Hill County,67.14,2340000,TX,34855,USA.TX.Hill County
48219,Hockley County,70.41,1650000,TX,23433,USA.TX.Hockley County
48221,Hood County,73.8,4090000,TX,55423,USA.TX.Hood County
48223,Hopkins County,68.19,2470000,TX,36223,USA.TX.Hopkins County
48225,Houston County,81.19,1850000,TX,22785,USA.TX.Houston County
48227,Howard County,95.41,3550000,TX,37205,USA.TX.Howard County
48229,Hudspeth County,307.78,1040000,TX,3378,USA.TX.Hudspeth County
48231,Hunt County,65.56,5890000,TX,89844,USA.TX.Hunt County
48233,Hutchinson County,101.22,2200000,TX,21734,USA.TX.Hutchinson County
48235,Irion County,64.35,100000,TX,1554,USA.TX.Irion County
48237,Jack County,70.96,630000,TX,8878,USA.TX.Jack County
48239,Jackson County,55.35,820000,TX,14815,USA.TX.Jackson County
48241,Jasper County,59.71,2120000,TX,35506,USA.TX.Jasper County
48243,Jeff Davis County,46.38,100000,TX,2156,USA.TX.Jeff Davis County
48245,Jefferson County,99.21,25230000,TX,254308,USA.TX.Jefferson County
48247,Jim Hogg County,67.31,350000,TX,5200,USA.TX.Jim Hogg County
48249,Jim Wells County,63.8,2640000,TX,41382,USA.TX.Jim Wells County
48251,Johnson County,78.25,12520000,TX,159990,USA.TX.Johnson County
48253,Jones County,55.08,1100000,TX,19970,USA.TX.Jones County
48255,Karnes County,70.12,1050000,TX,14975,USA.TX.Karnes County
48257,Kaufman County,71.5,8199999,TX,114690,USA.TX.Kaufman County
48259,Kendall County,52.5,2120000,TX,40384,USA.TX.Kendall County
48261,Kenedy County,98.28,40000,TX,407,USA.TX.Kenedy County
48263,Kent County,65.45,50000,TX,764,USA.TX.Kent County
48265,Kerr County,57.5,2930000,TX,50955,USA.TX.Kerr County
48267,Kimble County,63.81,280000,TX,4388,USA.TX.Kimble County
48269,King County,70.92,20000,TX,282,USA.TX.King County
48271,Kinney County,87.35,310000,TX,3549,USA.TX.Kinney County
48273,Kleberg County,75.02,2390000,TX,31857,USA.TX.Kleberg County
48275,Knox County,69.95,270000,TX,3860,USA.TX.Knox County
48277,Lamar County,64.52,3190000,TX,49440,USA.TX.Lamar County
48279,Lamb County,86.66,1160000,TX,13385,USA.TX.Lamb County
48281,Lampasas County,74.8,1540000,TX,20588,USA.TX.Lampasas County
48283,La Salle County,125.8,960000,TX,7631,USA.TX.La Salle County
48285,Lavaca County,55.96,1110000,TX,19836,USA.TX.Lavaca County
48287,Lee County,66.87,1130000,TX,16898,USA.TX.Lee County
48289,Leon County,58.53,1000000,TX,17086,USA.TX.Leon County
48291,Liberty County,57.5,4580000,TX,79654,USA.TX.Liberty County
48293,Limestone County,51.89,1210000,TX,23320,USA.TX.Limestone County
48295,Lipscomb County,81.26,290000,TX,3569,USA.TX.Lipscomb County
48297,Live Oak County,80.96,990000,TX,12229,USA.TX.Live Oak County
48299,Llano County,69.21,1370000,TX,19796,USA.TX.Llano County
48301,Loving County,89.29,10000,TX,111,USA.TX.Loving County
48303,Lubbock County,65.62,19650000,TX,299453,USA.TX.Lubbock County
48305,Lynn County,76.87,440000,TX,5724,USA.TX.Lynn County
48307,McCulloch County,106.7,890000,TX,8341,USA.TX.McCulloch County
48309,McLennan County,81.45,20010000,TX,245671,USA.TX.McLennan County
48311,McMullen County,109.76,90000,TX,820,USA.TX.McMullen County
48313,Madison County,37.68,530000,TX,14065,USA.TX.Madison County
48315,Marion County,84.65,860000,TX,10160,USA.TX.Marion County
48317,Martin County,63.82,360000,TX,5641,USA.TX.Martin County
48319,Mason County,71.92,290000,TX,4032,USA.TX.Mason County
48321,Matagorda County,63.64,2340000,TX,36770,USA.TX.Matagorda County
48323,Maverick County,66.37,3830000,TX,57706,USA.TX.Maverick County
48325,Medina County,68.57,3320000,TX,48417,USA.TX.Medina County
48327,Menard County,73.94,160000,TX,2164,USA.TX.Menard County
48329,Midland County,88.09,14190000,TX,161077,USA.TX.Midland County
48331,Milam County,66.9,1640000,TX,24513,USA.TX.Milam County
48333,Mills County,63.27,310000,TX,4900,USA.TX.Mills County
48335,Mitchell County,71.69,650000,TX,9067,USA.TX.Mitchell County
48337,Montague County,58.15,1120000,TX,19262,USA.TX.Montague County
48339,Montgomery County,84.29,45310000,TX,537559,USA.TX.Montgomery County
48341,Moore County,79.98,1780000,TX,22255,USA.TX.Moore County
48343,Morris County,85.49,1070000,TX,12515,USA.TX.Morris County
48345,Motley County,78.4,90000,TX,1148,USA.TX.Motley County
48347,Nacogdoches County,68.99,4530000,TX,65664,USA.TX.Nacogdoches County
48349,Navarro County,67.26,3250000,TX,48323,USA.TX.Navarro County
48351,Newton County,46.48,650000,TX,13985,USA.TX.Newton County
48353,Nolan County,59.58,900000,TX,15107,USA.TX.Nolan County
48355,Nueces County,62.8,22590000,TX,359715,USA.TX.Nueces County
48357,Ochiltree County,103.28,1110000,TX,10747,USA.TX.Ochiltree County
48359,Oldham County,58,120000,TX,2069,USA.TX.Oldham County
48361,Orange County,82.48,6950000,TX,84260,USA.TX.Orange County
48363,Palo Pinto County,65.6,1830000,TX,27895,USA.TX.Palo Pinto County
48365,Panola County,43.76,1040000,TX,23766,USA.TX.Panola County
48367,Parker County,62.52,7880000,TX,126042,USA.TX.Parker County
48369,Parmer County,73.85,720000,TX,9749,USA.TX.Parmer County
48371,Pecos County,121.58,1970000,TX,16203,USA.TX.Pecos County
48373,Polk County,76,3570000,TX,46972,USA.TX.Polk County
48375,Potter County,90.64,11040000,TX,121802,USA.TX.Potter County
48377,Presidio County,82.9,570000,TX,6876,USA.TX.Presidio County
48379,Rains County,59.13,660000,TX,11161,USA.TX.Rains County
48381,Randall County,73.62,9590000,TX,130269,USA.TX.Randall County
48383,Reagan County,68.57,260000,TX,3792,USA.TX.Reagan County
48385,Real County,39.31,130000,TX,3307,USA.TX.Real County
48387,Red River County,82.7,1030000,TX,12455,USA.TX.Red River County
48389,Reeves County,81.46,1200000,TX,14732,USA.TX.Reeves County
48391,Refugio County,76.83,560000,TX,7289,USA.TX.Refugio County
48393,Roberts County,163.76,150000,TX,915,USA.TX.Roberts County
48395,Robertson County,71.43,1190000,TX,16659,USA.TX.Robertson County
48397,Rockwall County,103.78,9430000,TX,90861,USA.TX.Rockwall County
48399,Runnels County,64.45,680000,TX,10550,USA.TX.Runnels County
48401,Rusk County,54.46,2890000,TX,53070,USA.TX.Rusk County
48403,Sabine County,34.72,360000,TX,10368,USA.TX.Sabine County
48405,San Augustine County,37.77,320000,TX,8472,USA.TX.San Augustine County
48407,San Jacinto County,55.45,1520000,TX,27413,USA.TX.San Jacinto County
48409,San Patricio County,90.41,6090000,TX,67357,USA.TX.San Patricio County
48411,San Saba County,86.43,510000,TX,5901,USA.TX.San Saba County
48413,Schleicher County,115.23,370000,TX,3211,USA.TX.Schleicher County
48415,Scurry County,74.37,1310000,TX,17615,USA.TX.Scurry County
48417,Shackelford County,74.63,250000,TX,3350,USA.TX.Shackelford County
48419,Shelby County,50.39,1280000,TX,25401,USA.TX.Shelby County
48421,Sherman County,113.93,350000,TX,3072,USA.TX.Sherman County
48423,Smith County,96.62,21540000,TX,222935,USA.TX.Smith County
48425,Somervell County,46.92,410000,TX,8738,USA.TX.Somervell County
48427,Starr County,67.4,4300000,TX,63795,USA.TX.Starr County
48429,Stephens County,73.09,690000,TX,9440,USA.TX.Stephens County
48431,Sterling County,88.76,120000,TX,1351,USA.TX.Sterling County
48433,Stonewall County,70.92,100000,TX,1410,USA.TX.Stonewall County
48435,Sutton County,81.78,320000,TX,3913,USA.TX.Sutton County
48437,Swisher County,59.74,450000,TX,7532,USA.TX.Swisher County
48439,Tarrant County,81.8,162160000,TX,1982497,USA.TX.Tarrant County
48441,Taylor County,69.02,9390000,TX,136051,USA.TX.Taylor County
48443,Terrell County,95.58,80000,TX,837,USA.TX.Terrell County
48445,Terry County,97.34,1240000,TX,12739,USA.TX.Terry County
48447,Throckmorton County,76,120000,TX,1579,USA.TX.Throckmorton County
48449,Titus County,68.66,2240000,TX,32623,USA.TX.Titus County
48451,Tom Green County,60.79,7180000,TX,118105,USA.TX.Tom Green County
48453,Travis County,69.75,82060000,TX,1176558,USA.TX.Travis County
48455,Trinity County,56.94,820000,TX,14402,USA.TX.Trinity County
48457,Tyler County,48.25,1030000,TX,21346,USA.TX.Tyler County
48459,Upshur County,70.68,2870000,TX,40603,USA.TX.Upshur County
48461,Upton County,115.04,420000,TX,3651,USA.TX.Upton County
48463,Uvalde County,76.71,2089999,TX,27245,USA.TX.Uvalde County
48465,Val Verde County,94.72,4640000,TX,48988,USA.TX.Val Verde County
48467,Van Zandt County,56.03,3000000,TX,53547,USA.TX.Van Zandt County
48469,Victoria County,71.88,6640000,TX,92382,USA.TX.Victoria County
48471,Walker County,74.68,5280000,TX,70699,USA.TX.Walker County
48473,Waller County,71.73,3490000,TX,48656,USA.TX.Waller County
48475,Ward County,128.83,1510000,TX,11720,USA.TX.Ward County
48477,Washington County,58.68,2040000,TX,34765,USA.TX.Washington County
48479,Webb County,68.89,18580000,TX,269721,USA.TX.Webb County
48481,Wharton County,59.06,2450000,TX,41486,USA.TX.Wharton County
48483,Wheeler County,153.79,870000,TX,5657,USA.TX.Wheeler County
48485,Wichita County,78.66,10360000,TX,131705,USA.TX.Wichita County
48487,Wilbarger County,65.25,850000,TX,13027,USA.TX.Wilbarger County
48489,Willacy County,72.59,1590000,TX,21903,USA.TX.Willacy County
48491,Williamson County,89.56,45540000,TX,508514,USA.TX.Williamson County
48493,Wilson County,87.54,4160000,TX,47520,USA.TX.Wilson County
48495,Winkler County,128.67,1030000,TX,8005,USA.TX.Winkler County
48497,Wise County,58.62,3690000,TX,62953,USA.TX.Wise County
48499,Wood County,76.58,3320000,TX,43356,USA.TX.Wood County
48501,Yoakum County,70.21,600000,TX,8546,USA.TX.Yoakum County
48503,Young County,62.4,1140000,TX,18270,USA.TX.Young County
48505,Zapata County,73.05,1050000,TX,14374,USA.TX.Zapata County
48507,Zavala County,72.74,890000,TX,12235,USA.TX.Zavala County
49001,Beaver County,162.1,1030000,UT,6354,USA.UT.Beaver County
49003,Box Elder County,180.43,9400000,UT,52097,USA.UT.Box Elder County
49005,Cache County,154.82,18700000,UT,120782,USA.UT.Cache County
49007,Carbon County,160.65,3290000,UT,20479,USA.UT.Carbon County
49009,Daggett County,369.7,410000,UT,1109,USA.UT.Daggett County
49011,Davis County,288.62,96990000,UT,336043,USA.UT.Davis County
49013,Duchesne County,128.46,2680000,UT,20862,USA.UT.Duchesne County
49015,Emery County,454.19,4710000,UT,10370,USA.UT.Emery County
49017,Garfield County,311.44,1560000,UT,5008,USA.UT.Garfield County
49019,Grand County,217.53,2069999,UT,9516,USA.UT.Grand County
49021,Iron County,148.65,7190000,UT,48368,USA.UT.Iron County
49023,Juab County,217.1,2300000,UT,10594,USA.UT.Juab County
49025,Kane County,229.98,1640000,UT,7131,USA.UT.Kane County
49027,Millard County,208.78,2640000,UT,12645,USA.UT.Millard County
49029,Morgan County,97.61,1080000,UT,11065,USA.UT.Morgan County
49031,Piute County,375.74,570000,UT,1517,USA.UT.Piute County
49033,Rich County,709.65,1640000,UT,2311,USA.UT.Rich County
49035,Salt Lake County,127.1,140740000,UT,1107313,USA.UT.Salt Lake County
49037,San Juan County,58.33,920000,UT,15772,USA.UT.San Juan County
49039,Sanpete County,141.43,4070000,UT,28778,USA.UT.Sanpete County
49041,Sevier County,194.43,4080000,UT,20984,USA.UT.Sevier County
49043,Summit County,152.65,6050000,UT,39633,USA.UT.Summit County
49045,Tooele County,150.11,9450000,UT,62952,USA.UT.Tooele County
49047,Uintah County,153.45,5820000,UT,37928,USA.UT.Uintah County
49049,Utah County,133.85,76990000,UT,575205,USA.UT.Utah County
49051,Wasatch County,207.47,6050000,UT,29160,USA.UT.Wasatch County
49053,Washington County,188.82,29380000,UT,155602,USA.UT.Washington County
49055,Wayne County,397.47,1070000,UT,2691,USA.UT.Wayne County
49057,Weber County,218.56,53250000,UT,243645,USA.UT.Weber County
50001,Addison County,16.2,600000,VT,37035,USA.VT.Addison County
50003,Bennington County,32.22,1170000,VT,36317,USA.VT.Bennington County
50005,Caledonia County,21.12,650000,VT,30780,USA.VT.Caledonia County
50007,Chittenden County,33.28,5370000,VT,161382,USA.VT.Chittenden County
50009,Essex County,37.32,230000,VT,6162,USA.VT.Essex County
50011,Franklin County,24.8,1210000,VT,48799,USA.VT.Franklin County
50013,Grand Isle County,29.15,200000,VT,6861,USA.VT.Grand Isle County
50015,Lamoille County,19.81,500000,VT,25235,USA.VT.Lamoille County
50017,Orange County,18.34,530000,VT,28899,USA.VT.Orange County
50019,Orleans County,21.77,590000,VT,27100,USA.VT.Orleans County
50021,Rutland County,27.29,1630000,VT,59736,USA.VT.Rutland County
50023,Washington County,26.62,1560000,VT,58611,USA.VT.Washington County
50025,Windham County,19.13,830000,VT,43386,USA.VT.Windham County
50027,Windsor County,27.09,1510000,VT,55736,USA.VT.Windsor County
51001,Accomack County,27.6,910000,VA,32973,USA.VA.Accomack County
51003,Albemarle County,53.64,5670000,VA,105702,USA.VA.Albemarle County
51005,Alleghany County,64.43,1010000,VA,15677,USA.VA.Alleghany County
51007,Amelia County,19.38,250000,VA,12902,USA.VA.Amelia County
51009,Amherst County,47,1500000,VA,31914,USA.VA.Amherst County
51011,Appomattox County,10.38,160000,VA,15414,USA.VA.Appomattox County
51013,Arlington County,79.99,18330000,VA,229164,USA.VA.Arlington County
51015,Augusta County,43.2,3210000,VA,74314,USA.VA.Augusta County
51017,Bath County,71.59,320000,VA,4470,USA.VA.Bath County
51019,Bedford County,32.68,2540000,VA,77723,USA.VA.Bedford County
51021,Bland County,27.43,180000,VA,6561,USA.VA.Bland County
51023,Botetourt County,27.89,930000,VA,33347,USA.VA.Botetourt County
51025,Brunswick County,32.94,550000,VA,16698,USA.VA.Brunswick County
51027,Buchanan County,69.81,1590000,VA,22776,USA.VA.Buchanan County
51029,Buckingham County,28.18,480000,VA,17032,USA.VA.Buckingham County
51031,Campbell County,42.3,2330000,VA,55086,USA.VA.Campbell County
51033,Caroline County,51.03,1530000,VA,29984,USA.VA.Caroline County
51035,Carroll County,37.01,1100000,VA,29724,USA.VA.Carroll County
51036,Charles City County,9.94,70000,VA,7040,USA.VA.Charles City County
51037,Charlotte County,22.95,280000,VA,12200,USA.VA.Charlotte County
51041,Chesterfield County,72.93,24480000,VA,335686,USA.VA.Chesterfield County
51043,Clarke County,32.72,470000,VA,14363,USA.VA.Clarke County
51045,Craig County,19.19,100000,VA,5211,USA.VA.Craig County
51047,Culpeper County,37.22,1840000,VA,49431,USA.VA.Culpeper County
51049,Cumberland County,16.46,160000,VA,9719,USA.VA.Cumberland County
51051,Dickenson County,72.11,1090000,VA,15115,USA.VA.Dickenson County
51053,Dinwiddie County,27.65,770000,VA,27851,USA.VA.Dinwiddie County
51057,Essex County,24.26,270000,VA,11130,USA.VA.Essex County
51059,Fairfax County,80,91380000,VA,1142234,USA.VA.Fairfax County
51061,Fauquier County,43.62,3000000,VA,68782,USA.VA.Fauquier County
51063,Floyd County,12.14,190000,VA,15651,USA.VA.Floyd County
51065,Fluvanna County,48.03,1260000,VA,26235,USA.VA.Fluvanna County
51067,Franklin County,23.11,1300000,VA,56263,USA.VA.Franklin County
51069,Frederick County,39.78,3310000,VA,83199,USA.VA.Frederick County
51071,Giles County,49.08,820000,VA,16708,USA.VA.Giles County
51073,Gloucester County,25.31,940000,VA,37143,USA.VA.Gloucester County
51075,Goochland County,52.58,1170000,VA,22253,USA.VA.Goochland County
51077,Grayson County,14.99,240000,VA,16012,USA.VA.Grayson County
51079,Greene County,41.75,800000,VA,19162,USA.VA.Greene County
51081,Greensville County,48.8,580000,VA,11885,USA.VA.Greensville County
51083,Halifax County,24.48,860000,VA,35125,USA.VA.Halifax County
51085,Hanover County,62.19,6420000,VA,103227,USA.VA.Hanover County
51087,Henrico County,71.84,23360000,VA,325155,USA.VA.Henrico County
51089,Henry County,47.22,2450000,VA,51881,USA.VA.Henry County
51091,Highland County,22.58,50000,VA,2214,USA.VA.Highland County
51093,Isle of Wight County,42.68,1550000,VA,36314,USA.VA.Isle of Wight County
51095,James City County,71.64,5240000,VA,73146,USA.VA.James City County
51097,King and Queen County,4.19,30000,VA,7157,USA.VA.King and Queen County
51099,King George County,65.06,1660000,VA,25515,USA.VA.King George County
51101,King William County,30.12,490000,VA,16269,USA.VA.King William County
51103,Lancaster County,52.9,580000,VA,10965,USA.VA.Lancaster County
51105,Lee County,65.48,1620000,VA,24741,USA.VA.Lee County
51107,Loudoun County,72.09,27080000,VA,375629,USA.VA.Loudoun County
51109,Louisa County,26.01,900000,VA,34602,USA.VA.Louisa County
51111,Lunenburg County,21.14,260000,VA,12299,USA.VA.Lunenburg County
51113,Madison County,12.94,170000,VA,13134,USA.VA.Madison County
51115,Mathews County,4.51,40000,VA,8862,USA.VA.Mathews County
51117,Mecklenburg County,35.39,1100000,VA,31081,USA.VA.Mecklenburg County
51119,Middlesex County,19.8,210000,VA,10606,USA.VA.Middlesex County
51121,Montgomery County,58.17,5680000,VA,97652,USA.VA.Montgomery County
51125,Nelson County,58.84,870000,VA,14785,USA.VA.Nelson County
51127,New Kent County,41.19,840000,VA,20392,USA.VA.New Kent County
51131,Northampton County,41.96,510000,VA,12155,USA.VA.Northampton County
51133,Northumberland County,36.79,450000,VA,12232,USA.VA.Northumberland County
51135,Nottoway County,52.96,830000,VA,15673,USA.VA.Nottoway County
51137,Orange County,42.39,1500000,VA,35385,USA.VA.Orange County
51139,Page County,40.88,970000,VA,23726,USA.VA.Page County
51141,Patrick County,7.2,130000,VA,18045,USA.VA.Patrick County
51143,Pittsylvania County,21.55,1340000,VA,62193,USA.VA.Pittsylvania County
51145,Powhatan County,11.77,330000,VA,28031,USA.VA.Powhatan County
51147,Prince Edward County,32.24,740000,VA,22952,USA.VA.Prince Edward County
